protocol,n,seed,originated,delivered,resolved,unresolved,unresolved_share,completion_rate,delivered_per_originated,stall_rate,delivered_per_slot_used,ceiling_utilisation,delivery_latency_mean,delivery_latency_p95,ack_latency_mean,first_hop_latency_mean,satellite,dropped_loop,dropped_ttl,blocked,stall_no_belief,belief_hops_mean,delivered_hops_mean,gossip_redundant_share,mpr_share
reactive-ring,800,26,1589,434,1100,489,0.3077407174323474,0.39454545454545453,0.27312775330396477,0.9096420116220676,0.1722905915045653,0.07114754098360655,48.21658986175115,135,51.0058651026393,40.572230014025244,662,4,0,17,25281,3.864868403823491,2.792626728110599,,
reactive-ring,1200,26,2378,903,1722,656,0.27586206896551724,0.524390243902439,0.37973086627417996,0.8401116427432217,0.16084788029925187,0.09242957746478873,53.7718715393134,135,56.48048452220727,39.78371659415786,775,44,0,51,29392,4.324842324413692,2.9944629014396456,,
reactive-ring,1600,26,3179,1271,2300,879,0.27650204466813466,0.552608695652174,0.3998112614029569,0.8342088489350946,0.16850059657961022,0.12642237606429538,53.492525570416994,135,58.13687436159346,38.9054905490549,1001,28,0,101,37746,4.301021338683203,3.006294256490952,,
reactive-ring,2000,26,3969,1768,2929,1040,0.2620307382212144,0.6036189825879139,0.4454522549760645,0.8104975886949045,0.17439337147366343,0.13243048897411314,53.77545248868778,135,59.187893081761004,39.13821677162744,1119,42,0,86,43121,4.3461762389122915,3.033371040723982,,
reactive-ring,3000,26,5943,2557,4380,1563,0.2629984856133266,0.5837899543378996,0.43025408043075886,0.8350873359795103,0.1882084498748712,0.14116464976592175,50.80876026593664,135,57.386659129451665,36.99597060914909,1800,23,0,184,68480,4.043732277305173,2.819319515056707,,
reactive-ring,100,27,200,0,120,80,0.4,0,0,1,0,0,0,0,0,0,120,0,0,0,4813,0,0,,
reactive-ring,200,27,397,16,253,144,0.36272040302267,0.06324110671936758,0.04030226700251889,0.9970212765957447,0.5714285714285714,0.016666666666666666,17.125,60,20.8125,20.7,237,0,0,0,9372,1.367403314917127,0.75,,
reactive-ring,400,27,796,48,505,291,0.3655778894472362,0.09504950495049505,0.06030150753768844,0.9915558253766764,0.3137254901960784,0.030425963488843813,29.354166666666668,95,30.295454545454547,28.488372093023255,457,0,0,0,17962,2.292403746097815,1.8333333333333333,,
reactive-ring,600,27,1191,120,772,419,0.3518052057094878,0.15544041450777202,0.10075566750629723,0.9756726586858616,0.189873417721519,0.049099836333878884,39.25,120,44.845454545454544,43.12068965517241,652,0,0,12,25304,3.570398642917727,2.575,,
reactive-ring,800,27,1588,404,1084,504,0.31738035264483627,0.3726937269372694,0.25440806045340053,0.9017637626937467,0.1465360899528473,0.08223416381696792,57.26980198019802,140,61.77391304347826,42.086782376502,667,13,0,38,25260,4.453949129852744,3.103960396039604,,
reactive-ring,1200,27,2386,727,1655,731,0.3063704945515507,0.43927492447129907,0.3046940486169321,0.8580929528976058,0.13361514427494947,0.14097890164443067,62.0302613480055,140,67.39388145315488,45.649334178820546,901,27,0,80,32756,4.9392503536067895,3.2874828060522696,,
reactive-ring,1600,27,3179,1057,2243,936,0.2944322113872287,0.4712438698172091,0.3324944951242529,0.8389486211424819,0.13466683653968659,0.15974489179059367,60.561021759697255,145,64.99586776859505,42.702666666666666,1158,28,0,107,40730,4.931650215763107,3.2885525070955532,,
reactive-ring,2000,27,3967,1456,2794,1173,0.2956894378623645,0.5211166785969935,0.36702798084194604,0.8361922288968366,0.1543190249072602,0.17126188011668395,60.1353021978022,140,66.3187250996016,39.74060949681077,1294,44,0,187,47890,4.596303805364941,3.161401098901099,,
reactive-ring,3000,27,5943,2559,4366,1577,0.265354198216389,0.5861200183234081,0.43059061080262495,0.8303016967385458,0.1843394323584498,0.1990262568442011,51.642047674873,135,59.30688448074679,37.28815143725169,1766,41,0,112,67638,4.205843762616068,2.924970691676436,,
reactive-ring,100,28,199,6,124,75,0.3768844221105528,0.04838709677419355,0.03015075376884422,0.9982777179763186,0.75,0.009375,8.333333333333334,20,10,13.5,118,0,0,0,4637,1.0847457627118644,0.3333333333333333,,
reactive-ring,200,28,397,18,252,145,0.36523929471032746,0.07142857142857142,0.04534005037783375,0.9971830985915493,0.6923076923076923,0.009881422924901184,10.722222222222221,65,13.11111111111111,16.714285714285715,234,0,0,0,9204,1.1480804387568555,0.4444444444444444,,
reactive-ring,400,28,794,39,508,286,0.3602015113350126,0.07677165354330709,0.0491183879093199,0.9943499755527788,0.375,0.01653663500678426,27.102564102564102,130,29.13157894736842,33.46666666666667,469,0,0,0,18292,1.6739606126914661,1.2564102564102564,,
reactive-ring,600,28,1192,113,768,424,0.35570469798657717,0.14713541666666666,0.09479865771812081,0.9834231090205598,0.2585812356979405,0.03593233273976087,37.902654867256636,125,41.80582524271845,41.43307086614173,655,0,0,0,25925,2.5226209048361934,2.230088495575221,,
reactive-ring,800,28,1592,324,1073,519,0.3260050251256281,0.3019571295433364,0.20351758793969849,0.923330612244898,0.13798977853492334,0.07023933402705515,56.901234567901234,135,62.421052631578945,48.18529862174579,738,11,0,10,28236,4.485783132530121,3.191358024691358,,
reactive-ring,1200,28,2378,801,1713,665,0.2796467619848612,0.46760070052539404,0.3368376787216148,0.8432356968346444,0.13718102414797054,0.11571131399514618,61.69787765293383,140,65.0208695652174,43.39460784313726,865,47,0,57,31249,4.824510705372389,3.3420724094881398,,
reactive-ring,1600,28,3175,1096,2255,920,0.28976377952755905,0.4860310421286031,0.3451968503937008,0.8330583690090843,0.13710282712034025,0.12525141707807647,63.167883211678834,140,68.06112469437653,43.08159722222222,1118,41,0,131,39688,4.860692230360477,3.252737226277372,,
reactive-ring,2000,28,3971,1403,2822,1149,0.28934777134223116,0.49716513111268607,0.35331150843616216,0.834760988402786,0.14459445532309595,0.13005190952910642,61.41910192444761,140,66.31624758220502,41.113596024139156,1381,38,0,201,48692,4.679224313034147,3.1974340698503205,,
reactive-ring,3000,28,5961,2274,4345,1616,0.2710954537829223,0.5233601841196778,0.38147961751383996,0.830675983024221,0.15744651388215744,0.128561736770692,53.989445910290236,135,60.09949937421777,41.03980671882191,2035,36,0,210,70466,4.581412331734866,2.924802110817942,,
reactive-ring,100,29,200,4,119,81,0.405,0.03361344537815126,0.02,0.9986888111888111,0.6666666666666666,0.012499999999999999,10.5,20,13,10.5,115,0,0,0,4570,1.2178217821782178,0.5,,
reactive-ring,200,29,399,16,250,149,0.37343358395989973,0.064,0.040100250626566414,0.9960193652501345,0.43243243243243246,0.02249718785151856,28.5,100,34.3125,24.90909090909091,234,0,0,0,9258,1.6445182724252492,1.3125,,
reactive-ring,400,29,795,81,513,282,0.35471698113207545,0.15789473684210525,0.1018867924528302,0.9852714505908546,0.313953488372093,0.028054862842892766,36.641975308641975,120,39.28947368421053,46.5974025974026,432,0,0,0,17259,2.163442294863242,1.876543209876543,,
reactive-ring,600,29,1192,144,769,423,0.3548657718120805,0.18725617685305593,0.12080536912751678,0.9753611870363139,0.22820919175911253,0.04637979902087091,39.05555555555556,115,44.6015037593985,35.49132947976879,625,0,0,0,24968,2.9623655913978495,2.5347222222222223,,
reactive-ring,800,29,1592,265,1023,569,0.3574120603015075,0.2590420332355816,0.16645728643216082,0.944041944709247,0.15048268029528677,0.06942988891217775,62.64150943396226,145,62.72246696035242,44.00215053763441,757,1,0,29,29670,4.172708757637475,3.150943396226415,,
reactive-ring,1200,29,2388,831,1697,691,0.28936348408710216,0.48968768414849734,0.3479899497487437,0.8520913958543179,0.1489247311827957,0.12676958750305103,61.98676293622142,140,68.28643216080403,41.15715245130961,831,35,0,113,31978,4.670137498331331,3.4283995186522263,,
reactive-ring,1600,29,3183,1233,2257,926,0.2909205152371976,0.5463003987594152,0.38737040527803956,0.8370171138537622,0.16409369177535268,0.1494328097731239,60.25709651257097,135,64.92997542997543,39.56016408386509,994,30,0,214,38227,4.390112012359984,3.16139497161395,,
reactive-ring,2000,29,3980,1777,2903,1077,0.2706030150753769,0.6121253875301412,0.4464824120603015,0.8147105501813785,0.18119710410930967,0.14886736813886467,55.597073719752395,135,62.26999140154772,36.57722468462325,1097,29,0,201,42817,4.1668471237469875,2.9983117613956107,,
reactive-ring,3000,29,5949,2649,4387,1562,0.26256513699781475,0.6038294962388876,0.44528492183560264,0.8222594500636092,0.18772588760541423,0.1517738460833295,51.24877312193281,130,57.75876726886291,36.43633860977288,1701,37,0,133,65027,4.095410947378543,2.8565496413741034,,
reactive-ring,100,30,199,0,125,74,0.37185929648241206,0,0,1,0,0,0,0,0,0,125,0,0,0,4821,0,0,,
reactive-ring,200,30,397,4,253,144,0.36272040302267,0.015810276679841896,0.010075566750629723,0.9995822890559732,1,0.008488964346349746,24.5,85,24.5,0,249,0,0,0,9572,1,0,,
reactive-ring,400,30,792,40,523,269,0.33964646464646464,0.07648183556405354,0.050505050505050504,0.9943657437218287,0.38095238095238093,0.04604051565377533,31.1,120,38.4,29.333333333333332,483,0,0,0,18531,2.023529411764706,1.6,,
reactive-ring,600,30,1193,74,771,422,0.3537300922045264,0.0959792477302205,0.06202849958088852,0.9871048100523867,0.21022727272727273,0.06831610044313147,45.28378378378378,135,48.28787878787879,36.946236559139784,696,1,0,0,26941,3.485256950294861,2.8783783783783785,,
reactive-ring,800,30,1589,200,1065,524,0.32976714915040906,0.18779342723004694,0.12586532410320955,0.9561235484257153,0.1364256480218281,0.1064282673478076,57.985,125,66.71098265895954,47.565947242206235,858,7,0,23,31893,4.393300248138958,3.14,,
reactive-ring,1200,30,2385,768,1705,680,0.2851153039832285,0.4504398826979472,0.3220125786163522,0.8517707288752837,0.13672779063557058,0.1333518544242256,59.022135416666664,140,61.42687074829932,41.94191919191919,910,27,0,105,32090,4.8874657534246575,3.2408854166666665,,
reactive-ring,1600,30,3173,1164,2309,864,0.27229751024267257,0.5041143352100477,0.36684525685471164,0.8389364882217965,0.1521369755587505,0.14920016406890896,57.8041237113402,140,63.51190476190476,40.64774774774775,1112,33,0,210,39551,4.589109376469482,3.143470790378007,,
reactive-ring,2000,30,3965,1611,2913,1052,0.26532156368221943,0.553038105046344,0.40630517023959645,0.8112687431962636,0.1498744069215741,0.179,58.45934202358784,140,64.09309021113243,39.301050558109,1263,39,0,168,45923,4.859884440775898,3.278088144009932,,
reactive-ring,3000,30,5960,2367,4343,1617,0.27130872483221474,0.5450149666129404,0.3971476510067114,0.8429467484434963,0.17473793001624097,0.17618948371345206,55.26066751161808,140,60.51587301587302,39.94380679100909,1945,31,0,228,72329,4.248525073746313,2.9518377693282636,,
reactive-ring,100,31,199,13,134,65,0.32663316582914576,0.09701492537313433,0.06532663316582915,0.9964958388085852,0.8125,0.008938393839383938,10.23076923076923,60,11.615384615384615,25,121,0,0,0,4550,1.0775,0.23076923076923078,,
reactive-ring,200,31,397,29,260,137,0.345088161209068,0.11153846153846154,0.07304785894206549,0.9950391357071988,0.6444444444444445,0.012107548430193718,10.137931034482758,20,12.517241379310345,11.666666666666666,231,0,0,0,9026,1.2261904761904763,0.5172413793103449,,
reactive-ring,400,31,791,152,534,257,0.324905183312263,0.2846441947565543,0.19216182048040456,0.9623359097043308,0.247557003257329,0.0475,43.75,130,48.402877697841724,36.82165605095541,381,1,0,0,15688,2.77006237006237,2.6052631578947367,,
reactive-ring,600,31,1189,280,835,354,0.2977291841883936,0.33532934131736525,0.23549201009251472,0.9452390155907744,0.2196078431372549,0.07069278933548778,49.93571428571428,135,50.95594713656388,38.17910447761194,553,2,0,10,21957,3.298550724637681,2.632142857142857,,
reactive-ring,800,31,1589,439,1108,481,0.302706104468219,0.39620938628158847,0.276274386406545,0.9151041666666666,0.17955010224948875,0.08957721188377409,51.57858769931663,135,55.068601583113455,43.179604261796044,660,9,0,6,26322,3.9835217213672887,2.927107061503417,,
reactive-ring,1200,31,2383,1052,1757,626,0.26269408308854386,0.5987478656801366,0.4414603441040705,0.7997222138349588,0.1586009347203377,0.11918789087283604,53.989543726235745,135,60.44375772558715,38.939899833055094,669,36,0,23,26398,4.546860006397271,3.216730038022814,,
reactive-ring,1600,31,3177,1482,2353,824,0.25936418004406675,0.6298342541436464,0.4664778092540132,0.791684424870957,0.16844737440327348,0.13337893296853626,54.302968960863694,135,58.446728971962614,37.16605316973415,831,40,0,59,33247,4.365306447756436,3.161268556005398,,
reactive-ring,2000,31,3970,1826,2978,992,0.24987405541561714,0.61316319677636,0.45994962216624685,0.8089667514363756,0.1800611379548368,0.13469255281482356,52.28806133625411,135,58.585438335809805,38.00234270414993,1116,36,0,99,42701,4.192361998251866,2.9386637458926614,,
reactive-ring,3000,31,5957,2654,4431,1526,0.25616921269095183,0.5989618596253667,0.4455262716132281,0.8140632373761209,0.1820551515982988,0.1483875296327772,52.66201959306707,135,58.045203969129,37.0834448906738,1742,35,0,261,63411,4.163389814900083,2.821024868123587,,
reactive-ring,100,32,199,4,124,75,0.3768844221105528,0.03225806451612903,0.020100502512562814,0.9987384356602187,0.6666666666666666,0.012499999999999999,11.75,25,14.5,15.5,120,0,0,0,4750,1.22,0.5,,
reactive-ring,200,32,397,11,245,152,0.38287153652392947,0.044897959183673466,0.027707808564231738,0.9980464510527458,0.6111111111111112,0.011458333333333334,10.090909090909092,25,13.181818181818182,10.6,234,0,0,0,9196,1.2525597269624573,0.6363636363636364,,
reactive-ring,400,32,795,55,516,279,0.35094339622641507,0.1065891472868217,0.06918238993710692,0.9921481891069948,0.3873239436619718,0.02455357142857143,24.418181818181818,85,31.618181818181817,22.113636363636363,461,0,0,0,17941,1.8302796528447445,1.5454545454545454,,
reactive-ring,600,32,1192,114,770,422,0.3540268456375839,0.14805194805194805,0.09563758389261745,0.9844275617038969,0.2766990291262136,0.04149679673849738,37.28947368421053,115,41.22549019607843,29.8130081300813,656,0,0,0,26036,2.5224688684353005,2.1403508771929824,,
reactive-ring,800,32,1591,246,1064,527,0.3312382149591452,0.231203007518797,0.15461973601508486,0.955258358662614,0.1671195652173913,0.06988636363636364,51.23170731707317,130,50.16,44.27067669172932,815,3,0,11,31397,3.973996861690204,2.9186991869918697,,
reactive-ring,1200,32,2385,795,1707,678,0.2842767295597484,0.46572934973637964,0.3333333333333333,0.8590875053487377,0.1508825204023534,0.11614656381486675,53.56603773584906,135,58.61056105610561,43.200779727095515,878,34,0,59,31947,4.512349501203991,3.076729559748428,,
reactive-ring,1600,32,3170,1273,2308,862,0.2719242902208202,0.5515597920277296,0.40157728706624607,0.8248348629853284,0.158431860609832,0.14316239316239315,55.73841319717204,135,63.12139917695473,40.721595836947095,982,53,0,138,37626,4.5349959411923875,3.175962293794187,,
reactive-ring,2000,32,3970,1723,2945,1025,0.25818639798488663,0.5850594227504244,0.4340050377833753,0.8257589365906233,0.17762886597938143,0.14703372474057894,53.80034822983169,130,62.873801916932905,38.08585503166784,1188,34,0,103,45731,4.190072080389163,3.0052234474753337,,
reactive-ring,3000,32,5959,2569,4396,1563,0.2622923309280081,0.5843949044585988,0.4311126027857023,0.8295358855762073,0.1839203894616266,0.15531292319597603,53.66056831451927,135,59.50373931623932,38.136627232660636,1779,48,0,269,67497,4.10065289677435,2.872323861424679,,
reactive-ring,100,33,198,4,123,75,0.3787878787878788,0.032520325203252036,0.020202020202020204,0.998911860718172,0.8,0.009398496240601503,15.5,45,17,9,119,0,0,0,4590,1.1043478260869566,0.25,,
reactive-ring,200,33,394,6,249,145,0.3680203045685279,0.024096385542168676,0.015228426395939087,0.9991312846128787,0.75,0.009375,8.5,20,10.333333333333334,11,243,0,0,0,9201,1.1022727272727273,0.3333333333333333,,
reactive-ring,400,33,791,83,524,267,0.33754740834386854,0.15839694656488548,0.10493046776232617,0.9860107520665935,0.34297520661157027,0.032421874999999996,32.42168674698795,110,37.57692307692308,28.14864864864865,440,1,0,0,17055,2.0796335447498238,1.7590361445783131,,
reactive-ring,600,33,1188,239,809,379,0.31902356902356904,0.2954264524103832,0.20117845117845118,0.9515704584040747,0.20946538124452235,0.05224728926197972,46.93305439330544,130,51.43457943925234,39.4983164983165,569,1,0,2,22417,3.2804816859006523,2.7405857740585775,,
reactive-ring,800,33,1586,504,1133,453,0.28562421185372006,0.44483671668137686,0.31778058007566207,0.9033313722606265,0.19170787371624193,0.08118556701030928,50.39087301587302,130,55.674698795180724,37.941095890410956,616,13,0,14,24530,3.838050118439097,2.9424603174603177,,
reactive-ring,1200,33,2376,967,1753,623,0.2622053872053872,0.551625784369652,0.406986531986532,0.8063699825479931,0.14526062791047017,0.11539379474940334,60.36608066184075,140,66.59,41.58138238573021,743,43,0,66,27582,4.734577001587661,3.423991726990693,,
reactive-ring,1600,33,3172,1284,2287,885,0.27900378310214374,0.5614341932662877,0.4047919293820933,0.8094112788510072,0.1545684362585771,0.1351237582084526,57.90498442367601,135,64.45164835164834,38.50442477876106,958,45,0,151,35013,4.688113036339282,3.218068535825545,,
reactive-ring,2000,33,3969,1683,2869,1100,0.2771478961955152,0.5866155454862322,0.42403628117913833,0.8073109941844364,0.16125323368784134,0.14059680545345185,59.351752822341055,140,64.11150442477876,38.023881601076354,1140,46,0,176,43404,4.458485874145196,3.2204396910279263,,
reactive-ring,3000,33,5942,2561,4356,1586,0.2669134971390104,0.5879247015610652,0.4309996634129923,0.8217005233524319,0.17813173819294706,0.15657096742639146,54.62709878953534,135,60.01217487548423,38.040974277259274,1747,48,0,173,65966,4.25480631276901,2.914096056228036,,
reactive-ring,100,34,198,0,122,76,0.3838383838383838,0,0,1,0,0,0,0,0,0,122,0,0,0,4638,0,0,,
reactive-ring,200,34,396,0,243,153,0.38636363636363635,0,0,1,0,0,0,0,0,0,243,0,0,0,9433,0,0,,
reactive-ring,400,34,790,35,511,279,0.3531645569620253,0.0684931506849315,0.04430379746835443,0.9953485826857831,0.4117647058823529,0.02924465240641711,36.74285714285714,120,43.142857142857146,26.892857142857142,476,0,0,0,18180,1.8695652173913044,1.4857142857142858,,
reactive-ring,600,34,1183,188,790,393,0.3322062552831784,0.2379746835443038,0.15891800507185122,0.9645895233831251,0.2160919540229885,0.07408575031525852,50,120,57.625766871165645,37.48471615720524,602,0,0,7,23672,3.1880607315389926,2.867021276595745,,
reactive-ring,800,34,1584,345,1067,517,0.3263888888888889,0.3233364573570759,0.2178030303030303,0.9252579935713078,0.1561792666364871,0.09686657681940701,57.35942028985507,135,62.53703703703704,44.202265372168284,715,7,0,11,27309,4.262533875338754,3.234782608695652,,
reactive-ring,1200,34,2367,851,1700,667,0.2817912970004225,0.5005882352941177,0.35952682720743556,0.8490944039851639,0.15267312522425547,0.14072628654583938,61.09635722679201,140,67.66477272727273,42.248868778280546,829,20,0,82,31224,4.705999469073533,3.329024676850764,,
reactive-ring,1600,34,3163,1328,2345,818,0.25861523869743913,0.5663113006396588,0.41985456844767627,0.8092187181635009,0.15758870297852143,0.13512413512413513,56.49774096385542,135,61.3091684434968,38.729307432432435,988,29,0,102,35544,4.47825340996826,3.158132530120482,,
reactive-ring,2000,34,3959,1763,2947,1012,0.2556201060873958,0.5982354937224296,0.44531447335185653,0.8174087873980891,0.17809879785836955,0.11898013173523378,54.73227453204765,140,60.58420268256334,37.855969893944575,1160,24,0,147,44105,4.101777401608126,2.953488372093023,,
reactive-ring,3000,34,5945,2672,4463,1482,0.24928511354079058,0.5987004257226081,0.44945332211942807,0.8198534871058754,0.18354169528781425,0.1365885576411892,52.87013473053892,135,59.030999465526456,37.36492890995261,1763,28,0,307,65848,4.112629341555135,2.8529191616766467,,
reactive-overhear-ring,100,0,196,16,124,72,0.3673469387755102,0.12903225806451613,0.08163265306122448,0.9936378095887298,0.5714285714285714,0.016666666666666666,9.5625,20,13,8.9,108,0,0,0,4373,1.3101449275362318,0.75,,
reactive-overhear-ring,200,0,394,24,255,139,0.35279187817258884,0.09411764705882353,0.06091370558375635,0.9951944568618686,0.5581395348837209,0.018726591760299626,11.458333333333334,20,14.818181818181818,11.1875,231,0,0,0,8905,1.4780405405405406,0.7916666666666666,,
reactive-overhear-ring,400,0,788,100,516,272,0.34517766497461927,0.1937984496124031,0.12690355329949238,0.9836517156715971,0.3663003663003663,0.042172739541160596,26.13,85,32.92631578947368,18.568181818181817,416,0,0,0,16426,2.1812702828001855,1.8,,
reactive-overhear-ring,600,0,1189,335,827,362,0.30445752733389403,0.40507859733978235,0.2817493692178301,0.9354062470510522,0.24470416362308253,0.08006692160611856,40.232835820895524,125,46.278688524590166,30.10421836228288,481,11,0,0,19800,3.1708667152221413,2.5343283582089553,,
reactive-overhear-ring,800,0,1582,658,1153,429,0.27117572692793934,0.5706851691240243,0.415929203539823,0.8627757435027239,0.214123006833713,0.09865659109991604,44.808510638297875,130,51.21006944444444,27.03968253968254,476,19,0,63,19226,3.5001562988433887,2.711246200607903,,
reactive-overhear-ring,1200,0,2377,1231,1844,533,0.22423222549432056,0.6675704989154013,0.5178796802692469,0.712869241892171,0.17712230215827338,0.1316408589271965,48.24207961007311,130,54.114444444444445,26.12374245472837,462,151,0,181,17018,4.432977967306326,2.960194963444354,,
reactive-overhear-ring,1600,0,3163,1658,2477,686,0.21688270629149542,0.6693580944691159,0.5241858994625356,0.6495400977292325,0.16998154603239696,0.12657261512153412,47.01326899879373,130,51.38924339106654,23.641052631578948,628,191,0,510,17430,4.487979502462249,2.872738238841978,,
reactive-overhear-ring,2000,0,3959,2078,3085,874,0.22076281889366,0.6735818476499189,0.524880020207123,0.5856344510190664,0.16485521618405394,0.1402537796976242,47.659769008662174,135,52.04707668944571,19.256346578366447,759,248,0,1134,16497,4.638621028411881,2.862848893166506,,
reactive-overhear-ring,3000,0,5951,2991,4545,1406,0.23626281297260965,0.6580858085808581,0.5026046042681902,0.5308754623921086,0.15723072070651317,0.15323373908766752,47.79070544968238,130,54.20446320868516,16.54504585506204,1261,293,0,2953,18356,4.780021033609338,2.7923771313941828,,
reactive-overhear-ring,100,1,195,10,132,63,0.3230769230769231,0.07575757575757576,0.05128205128205128,0.9976055724858511,0.9090909090909091,0.006446621970087674,5.4,15,5.8,12,122,0,0,0,4583,1.0287769784172662,0.1,,
reactive-overhear-ring,200,1,392,18,256,136,0.3469387755102041,0.0703125,0.04591836734693878,0.997377335810294,0.75,0.008311784263021796,12.666666666666666,70,13.88888888888889,8.5,238,0,0,0,9127,1.0933544303797469,0.2777777777777778,,
reactive-overhear-ring,400,1,790,72,510,280,0.35443037974683544,0.1411764705882353,0.09113924050632911,0.989375603658883,0.3850267379679144,0.01827782290820471,26.5,95,33.028169014084504,24.830188679245282,438,0,0,0,17408,1.7214452214452214,1.5555555555555556,,
reactive-overhear-ring,600,1,1189,275,829,360,0.3027754415475189,0.33172496984318456,0.23128679562657695,0.9453481366726912,0.21653543307086615,0.05772460117548279,43.083636363636366,120,49.81673306772908,31.89425981873112,542,12,0,0,21968,3.3241887443172913,2.792727272727273,,
reactive-overhear-ring,800,1,1593,382,1092,501,0.3145009416195857,0.3498168498168498,0.23979912115505336,0.9076053701904042,0.14881184261784183,0.07149273843389728,52.49214659685864,135,55.58041958041958,35.56435643564357,661,49,0,33,25147,4.486911970190964,3.102094240837696,,
reactive-overhear-ring,1200,1,2384,963,1798,586,0.24580536912751677,0.53559510567297,0.4039429530201342,0.7325285654633109,0.13667328980982119,0.10687649826866732,54.175493250259606,135,60.359740259740256,30.381800197823935,643,192,0,221,19032,4.959130596321754,3.0207684319833854,,
reactive-overhear-ring,1600,1,3173,1255,2315,858,0.2704065553104318,0.5421166306695464,0.3955247399936968,0.6877811709847963,0.13199411022297014,0.11025794208602756,55.70597609561753,140,59.00678733031674,25.75351617440225,856,204,0,1263,19550,4.851917023481338,2.8278884462151392,,
reactive-overhear-ring,2000,1,3972,1595,2885,1087,0.27366565961732126,0.5528596187175043,0.40156092648539776,0.6454730713245997,0.1309738873378223,0.11920064570130336,52.83009404388715,140,56.86064769381747,22.55942509673853,1031,259,0,1958,20002,5.025493837582307,2.8620689655172415,,
reactive-overhear-ring,3000,1,5943,2894,4514,1429,0.24045095069830053,0.641116526362428,0.48695944809019015,0.5326268545069193,0.15439607341015793,0.15765962083242538,48.037318590186594,135,55.135984605516356,16.493123772102162,1352,268,0,3653,17385,4.894928205620875,2.771596406357982,,
reactive-overhear-ring,100,2,200,6,123,77,0.385,0.04878048780487805,0.03,0.998673446827327,1,0.00625,5,10,5,0,117,0,0,0,4517,1,0,,
reactive-overhear-ring,200,2,397,30,250,147,0.3702770780856423,0.12,0.07556675062972293,0.9927677648949604,0.47619047619047616,0.01875,22.8,80,28.833333333333332,24.95,220,0,0,0,8648,1.7884344146685474,1.2333333333333334,,
reactive-overhear-ring,400,2,795,132,526,269,0.3383647798742138,0.2509505703422053,0.1660377358490566,0.9684758084733016,0.2624254473161034,0.04628330995792427,35.15909090909091,105,39.68421052631579,25.363636363636363,393,1,0,3,15440,2.7952813067150637,2.1666666666666665,,
reactive-overhear-ring,600,2,1191,258,814,377,0.3165407220822838,0.31695331695331697,0.21662468513853905,0.9487934341406843,0.22473867595818817,0.06201923076923077,38.96124031007752,135,45.06410256410256,27.575384615384614,551,5,0,14,21247,3.2221238938053096,2.4031007751937983,,
reactive-overhear-ring,800,2,1586,507,1136,450,0.2837326607818411,0.44630281690140844,0.319672131147541,0.8891731968655046,0.1829004329004329,0.08802083333333334,46.14003944773175,135,49.857808857808855,30.831880448318806,591,38,0,21,22186,4.029113924050633,2.7731755424063116,,
reactive-overhear-ring,1200,2,2380,866,1757,623,0.26176470588235295,0.4928856004553216,0.3638655462184874,0.7677523843800612,0.13420114675344802,0.10970913144826187,50.301385681293304,130,58.758513931888544,32.640143737166326,686,205,0,251,21035,5.355565507975333,2.8822170900692843,,
reactive-overhear-ring,1600,2,3168,1165,2285,883,0.27872474747474746,0.5098468271334792,0.367739898989899,0.7064556962025317,0.12559292798620095,0.13361317552069,56.38369098712446,140,63.91053227633069,27.25845932325414,884,236,0,951,21303,5.209124659327453,2.9716738197424895,,
reactive-overhear-ring,2000,2,3961,1691,2943,1018,0.2570058066144913,0.5745837580699966,0.4269123958596314,0.6282857750630565,0.13824395029431,0.1441946926802647,53.46363098758131,135,58.86027397260274,22.0800435611217,982,270,0,1590,18961,5.170734447409072,2.969840331164991,,
reactive-overhear-ring,3000,2,5957,2715,4400,1557,0.2613731744166527,0.6170454545454546,0.4557663253315427,0.5528939717930852,0.14589714654199581,0.1482828680036702,50.40036832412523,135,54.375078665827566,16.93476302036403,1444,241,0,3959,18771,4.934404710417094,2.7605893186003683,,
reactive-overhear-ring,100,3,197,6,124,73,0.37055837563451777,0.04838709677419355,0.030456852791878174,0.998286203941731,0.75,0.009375,15,60,16.666666666666668,32,118,0,0,0,4660,1.1333333333333333,0.3333333333333333,,
reactive-overhear-ring,200,3,398,6,246,152,0.38190954773869346,0.024390243902439025,0.01507537688442211,0.9991493886230728,0.75,0.009375,8.666666666666666,20,10.333333333333334,11.5,240,0,0,0,9397,1.125,0.3333333333333333,,
reactive-overhear-ring,400,3,790,54,503,287,0.3632911392405063,0.1073558648111332,0.06835443037974684,0.9905655141794772,0.3176470588235294,0.023876901308807926,27.12962962962963,85,32.28846153846154,33.977777777777774,449,0,0,0,17838,2.284352660841938,1.8703703703703705,,
reactive-overhear-ring,600,3,1189,116,771,418,0.351555929352397,0.1504539559014267,0.0975609756097561,0.9724806504573529,0.16477272727272727,0.03625,37.4051724137931,130,36.30927835051546,46.33179723502304,641,14,0,0,24878,4.238946378174976,2.4224137931034484,,
reactive-overhear-ring,800,3,1586,312,1068,518,0.3266078184110971,0.29213483146067415,0.19672131147540983,0.9558034407623012,0.22958057395143489,0.05982512655315232,37.330128205128204,120,43.17843866171004,25.659685863874344,739,17,0,0,29370,3.3300446006217057,2.5865384615384617,,
