wind,seed,protocol,nBalloons,rounds,meanDegree,groundedPct,believedGroundedPct,originated,delivered,resolved,completionRate,satellite,acked,ackLost,droppedLoop,droppedTtl,blocked,stallNoBelief,stallStaleNextHop,beliefHopsMean,deliveredHopsMean
1978-06-09T08:00:00,9,dv-dtn-digest-batch,1200,400,6.3325,98.08,98.50,2380,2075,2158,0.9615,25,1781,0,55,3,1221,521,128,7.289,6.280
1978-06-09T08:00:00,19,dv-dtn-reactive,1200,400,5.9750,97.00,22.33,2379,689,1684,0.4091,894,374,262,101,0,79,29557,282,5.844,3.993
1978-06-09T08:00:00,9,dv-dtn-reactive,1200,400,6.3325,98.08,29.58,2375,974,1759,0.5537,681,563,338,104,0,89,24702,404,5.089,3.868
1978-06-09T08:00:00,19,dv-dtn-link-state,1200,400,5.9750,97.00,23.67,2379,652,1704,0.3826,1050,456,152,2,0,0,41277,0,3.244,2.609
1978-06-09T08:00:00,9,dv-dtn-link-state,1200,400,6.3325,98.08,32.33,2375,1018,1804,0.5643,785,653,303,1,0,6,32560,0,3.151,2.498
1978-06-09T08:00:00,19,spray-4,1200,400,5.9750,97.00,0.00,2378,127,1512,0.0840,1385,NaN,NaN,NaN,NaN,25,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,9,spray-4,1200,400,6.3325,98.08,0.00,2377,199,1544,0.1289,1345,NaN,NaN,NaN,NaN,32,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,19,spray-16,1200,400,5.9750,97.00,0.00,2336,249,1534,0.1623,1285,NaN,NaN,NaN,NaN,9017,NaN,NaN,NaN,NaN
1978-06-09T08:00:00,9,spray-16,1200,400,6.3325,98.08,0.00,2344,425,1587,0.2678,1162,NaN,NaN,NaN,NaN,8820,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,0,dv-dtn,1200,400,6.1383,97.75,98.08,2377,1601,1937,0.8265,218,653,857,118,0,607,825,183,6.793,4.499
1978-06-09T04:00:00,10,dv-dtn,1200,400,6.3400,99.08,99.08,2389,1499,1950,0.7687,268,615,761,180,3,872,604,209,7.427,4.619
1978-06-09T04:00:00,0,dv-dtn-digest-batch,1200,400,6.1383,97.75,98.08,2377,1990,2150,0.9256,56,1770,0,95,9,1212,825,159,6.793,5.548
1978-06-09T04:00:00,10,dv-dtn-digest-batch,1200,400,6.3400,99.08,99.08,2389,2034,2171,0.9369,11,1774,0,102,24,634,604,190,7.427,6.189
1978-06-09T04:00:00,0,dv-dtn-reactive,1200,400,6.1383,97.75,25.83,2378,1136,1792,0.6339,539,609,455,117,0,70,20392,354,5.223,3.968
1978-06-09T04:00:00,10,dv-dtn-reactive,1200,400,6.3400,99.08,35.92,2388,995,1793,0.5549,672,562,366,126,0,37,23352,316,5.645,4.105
1978-06-09T04:00:00,0,dv-dtn-link-state,1200,400,6.1383,97.75,34.58,2378,1067,1815,0.5879,744,657,351,4,0,0,30933,0,3.161,2.515
1978-06-09T04:00:00,10,dv-dtn-link-state,1200,400,6.3400,99.08,33.25,2388,932,1818,0.5127,884,639,239,2,0,0,35231,0,3.109,2.470
1978-06-09T04:00:00,0,spray-4,1200,400,6.1383,97.75,0.00,2375,200,1532,0.1305,1332,NaN,NaN,NaN,NaN,18,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,10,spray-4,1200,400,6.3400,99.08,0.00,2384,180,1559,0.1155,1379,NaN,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,0,spray-16,1200,400,6.1383,97.75,0.00,2336,459,1582,0.2901,1123,NaN,NaN,NaN,NaN,8497,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,10,spray-16,1200,400,6.3400,99.08,0.00,2357,380,1595,0.2382,1215,NaN,NaN,NaN,NaN,9685,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,1,dv-dtn,1200,400,6.2075,97.75,98.83,2384,1329,1846,0.7199,350,599,635,166,1,1550,580,198,7.307,4.572
1978-06-09T04:00:00,11,dv-dtn,1200,400,6.2733,98.25,97.58,2388,1251,1802,0.6942,430,457,711,115,6,1572,741,202,8.460,5.030
1978-06-09T04:00:00,1,dv-dtn-digest-batch,1200,400,6.2075,97.75,98.83,2384,2025,2137,0.9476,8,1835,0,91,13,711,580,180,7.307,6.004
1978-06-09T04:00:00,11,dv-dtn-digest-batch,1200,400,6.2733,98.25,97.58,2387,1944,2093,0.9288,13,1698,0,90,46,687,741,181,8.460,6.998
1978-06-09T04:00:00,1,dv-dtn-reactive,1200,400,6.2075,97.75,24.42,2384,942,1738,0.5420,663,543,333,133,0,92,23522,406,5.507,3.878
1978-06-09T04:00:00,11,dv-dtn-reactive,1200,400,6.2733,98.25,37.42,2390,800,1691,0.4731,804,429,321,87,0,97,28549,344,5.472,3.909
1978-06-09T04:00:00,1,dv-dtn-link-state,1200,400,6.2075,97.75,32.50,2384,933,1786,0.5224,852,635,227,1,0,4,35476,0,3.164,2.616
1978-06-09T04:00:00,11,dv-dtn-link-state,1200,400,6.2733,98.25,26.67,2390,791,1726,0.4583,934,523,224,1,0,19,38172,0,3.205,2.551
1978-06-09T04:00:00,1,spray-4,1200,400,6.2075,97.75,0.00,2385,174,1509,0.1153,1335,NaN,NaN,NaN,NaN,25,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,11,spray-4,1200,400,6.2733,98.25,0.00,2390,137,1512,0.0906,1375,NaN,NaN,NaN,NaN,20,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,1,spray-16,1200,400,6.2075,97.75,0.00,2341,349,1551,0.2250,1202,NaN,NaN,NaN,NaN,10146,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,11,spray-16,1200,400,6.2733,98.25,0.00,2348,309,1524,0.2028,1215,NaN,NaN,NaN,NaN,8953,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,2,dv-dtn,1200,400,6.3067,97.83,97.58,2386,1202,1807,0.6652,421,531,602,181,3,1237,745,270,8.089,4.601
1978-06-09T04:00:00,12,dv-dtn,1200,400,6.3208,96.50,96.67,2379,1327,1836,0.7228,392,486,754,116,1,1830,523,184,7.553,4.674
1978-06-09T04:00:00,2,dv-dtn-digest-batch,1200,400,6.3067,97.83,97.58,2386,1871,2085,0.8974,28,1592,0,123,63,1645,745,233,8.089,6.779
1978-06-09T04:00:00,12,dv-dtn-digest-batch,1200,400,6.3208,96.50,96.67,2381,1982,2074,0.9556,6,1750,0,72,14,1975,511,154,7.553,6.424
1978-06-09T04:00:00,2,dv-dtn-reactive,1200,400,6.3067,97.83,25.00,2380,808,1686,0.4792,765,444,311,113,0,140,26462,354,5.455,3.887
1978-06-09T04:00:00,12,dv-dtn-reactive,1200,400,6.3208,96.50,24.00,2381,881,1715,0.5137,709,430,395,125,0,140,24754,375,5.768,4.065
1978-06-09T04:00:00,2,dv-dtn-link-state,1200,400,6.3067,97.83,27.00,2380,815,1715,0.4752,897,559,203,3,0,5,36233,0,3.274,2.674
1978-06-09T04:00:00,12,dv-dtn-link-state,1200,400,6.3208,96.50,26.25,2382,855,1742,0.4908,887,546,247,0,0,22,36668,0,3.219,2.618
1978-06-09T04:00:00,2,spray-4,1200,400,6.3067,97.83,0.00,2383,148,1510,0.0980,1362,NaN,NaN,NaN,NaN,23,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,12,spray-4,1200,400,6.3208,96.50,0.00,2379,126,1509,0.0835,1383,NaN,NaN,NaN,NaN,16,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,2,spray-16,1200,400,6.3067,97.83,0.00,2338,309,1538,0.2009,1229,NaN,NaN,NaN,NaN,10153,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,12,spray-16,1200,400,6.3208,96.50,0.00,2327,295,1530,0.1928,1235,NaN,NaN,NaN,NaN,10284,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,3,dv-dtn,1200,400,5.9867,98.50,98.67,2371,1246,1791,0.6957,409,543,621,134,2,1616,404,202,7.585,4.832
1978-06-09T04:00:00,13,dv-dtn,1200,400,6.3383,98.75,98.92,2388,1282,1874,0.6841,449,532,673,143,0,1596,661,177,7.632,4.655
1978-06-09T04:00:00,3,dv-dtn-digest-batch,1200,400,5.9867,98.50,98.67,2371,2033,2135,0.9522,16,1763,0,82,4,988,404,163,7.585,6.589
1978-06-09T04:00:00,13,dv-dtn-digest-batch,1200,400,6.3383,98.75,98.92,2389,2044,2173,0.9406,22,1727,0,91,16,1505,661,136,7.632,6.731
1978-06-09T04:00:00,3,dv-dtn-reactive,1200,400,5.9867,98.50,28.00,2372,856,1698,0.5041,686,487,323,156,0,83,23738,320,5.706,4.063
1978-06-09T04:00:00,13,dv-dtn-reactive,1200,400,6.3383,98.75,28.25,2382,929,1777,0.5228,735,470,379,113,0,48,25657,285,5.528,4.254
1978-06-09T04:00:00,3,dv-dtn-link-state,1200,400,5.9867,98.50,26.58,2372,805,1703,0.4727,891,526,215,7,0,4,36815,0,3.213,2.507
1978-06-09T04:00:00,13,dv-dtn-link-state,1200,400,6.3383,98.75,32.08,2382,870,1781,0.4885,910,580,228,1,0,1,36846,0,3.124,2.461
1978-06-09T04:00:00,3,spray-4,1200,400,5.9867,98.50,0.00,2375,165,1515,0.1089,1350,NaN,NaN,NaN,NaN,16,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,13,spray-4,1200,400,6.3383,98.75,0.00,2374,172,1542,0.1115,1370,NaN,NaN,NaN,NaN,23,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,3,spray-16,1200,400,5.9867,98.50,0.00,2340,342,1536,0.2227,1194,NaN,NaN,NaN,NaN,7816,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,13,spray-16,1200,400,6.3383,98.75,0.00,2348,379,1581,0.2397,1202,NaN,NaN,NaN,NaN,9779,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,4,dv-dtn,1200,400,6.3883,97.42,98.33,2376,1338,1810,0.7392,307,520,724,158,7,1052,548,217,7.715,5.013
1978-06-09T04:00:00,14,dv-dtn,1200,400,6.3775,99.17,99.42,2376,1368,1917,0.7136,347,550,735,199,3,930,631,226,7.914,4.498
1978-06-09T04:00:00,4,dv-dtn-digest-batch,1200,400,6.3883,97.42,98.33,2376,1899,2063,0.9205,29,1648,0,101,34,2131,547,184,7.715,6.513
1978-06-09T04:00:00,14,dv-dtn-digest-batch,1200,400,6.3775,99.17,99.42,2376,1919,2116,0.9069,10,1663,0,145,42,631,631,182,7.914,6.555
1978-06-09T04:00:00,4,dv-dtn-reactive,1200,400,6.3883,97.42,30.83,2376,844,1690,0.4994,718,467,325,128,0,76,24789,465,5.531,3.986
1978-06-09T04:00:00,14,dv-dtn-reactive,1200,400,6.3775,99.17,22.17,2378,940,1735,0.5418,693,519,357,102,0,37,25054,315,5.343,3.891
1978-06-09T04:00:00,4,dv-dtn-link-state,1200,400,6.3883,97.42,25.67,2377,836,1707,0.4897,864,563,229,7,0,24,36281,0,3.140,2.505
1978-06-09T04:00:00,14,dv-dtn-link-state,1200,400,6.3775,99.17,30.33,2378,936,1772,0.5282,836,600,293,0,0,0,34356,0,3.129,2.529
1978-06-09T04:00:00,4,spray-4,1200,400,6.3883,97.42,0.00,2375,164,1507,0.1088,1343,NaN,NaN,NaN,NaN,17,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,14,spray-4,1200,400,6.3775,99.17,0.00,2379,169,1521,0.1111,1352,NaN,NaN,NaN,NaN,27,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,4,spray-16,1200,400,6.3883,97.42,0.00,2340,370,1544,0.2396,1174,NaN,NaN,NaN,NaN,9680,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,14,spray-16,1200,400,6.3775,99.17,0.00,2335,391,1564,0.2500,1173,NaN,NaN,NaN,NaN,9246,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,5,dv-dtn,1200,400,6.5092,98.58,98.75,2383,1195,1800,0.6639,454,553,577,150,1,1729,702,226,7.798,4.517
1978-06-09T04:00:00,15,dv-dtn,1200,400,6.2675,98.50,97.33,2382,1246,1819,0.6850,440,533,646,130,3,1631,749,208,7.830,4.527
1978-06-09T04:00:00,5,dv-dtn-digest-batch,1200,400,6.5092,98.58,98.75,2385,2076,2176,0.9540,18,1814,0,73,9,370,705,189,7.798,6.847
1978-06-09T04:00:00,15,dv-dtn-digest-batch,1200,400,6.2675,98.50,97.33,2383,2051,2176,0.9426,14,1733,0,85,26,897,749,176,7.830,6.630
1978-06-09T04:00:00,5,dv-dtn-reactive,1200,400,6.5092,98.58,27.42,2381,855,1715,0.4985,745,498,297,115,0,34,26397,364,5.419,3.823
1978-06-09T04:00:00,15,dv-dtn-reactive,1200,400,6.2675,98.50,20.67,2387,845,1708,0.4947,719,462,328,144,0,91,24948,379,5.607,4.077
1978-06-09T04:00:00,15,dv-dtn-link-state,1200,400,6.2675,98.50,27.00,2387,818,1745,0.4688,926,615,160,1,0,0,37125,0,3.165,2.560
1978-06-09T04:00:00,5,dv-dtn-link-state,1200,400,6.5092,98.58,28.00,2381,793,1740,0.4557,941,550,190,6,0,0,37676,0,3.077,2.416
1978-06-09T04:00:00,15,spray-4,1200,400,6.2675,98.50,0.00,2381,163,1534,0.1063,1371,NaN,NaN,NaN,NaN,35,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,5,spray-4,1200,400,6.5092,98.58,0.00,2381,184,1536,0.1198,1352,NaN,NaN,NaN,NaN,25,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,15,spray-16,1200,400,6.2675,98.50,0.00,2340,346,1558,0.2221,1212,NaN,NaN,NaN,NaN,8754,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,5,spray-16,1200,400,6.5092,98.58,0.00,2333,380,1564,0.2430,1184,NaN,NaN,NaN,NaN,9196,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,16,dv-dtn,1200,400,6.2267,95.00,95.58,2386,1502,1890,0.7947,309,596,823,79,0,1127,1348,179,7.043,4.680
1978-06-09T04:00:00,6,dv-dtn,1200,400,6.1042,98.67,98.58,2380,1353,1854,0.7298,386,574,681,114,1,1596,1279,151,7.154,4.795
1978-06-09T04:00:00,16,dv-dtn-digest-batch,1200,400,6.2267,95.00,95.58,2386,2114,2198,0.9618,30,1863,0,51,3,205,1374,149,7.043,5.969
1978-06-09T04:00:00,6,dv-dtn-digest-batch,1200,400,6.1042,98.67,98.58,2382,2082,2196,0.9481,26,1882,0,85,3,243,1279,126,7.154,6.112
1978-06-09T04:00:00,16,dv-dtn-reactive,1200,400,6.2267,95.00,33.75,2383,970,1769,0.5483,688,530,380,111,0,97,23501,349,5.669,4.304
1978-06-09T04:00:00,6,dv-dtn-reactive,1200,400,6.1042,98.67,28.33,2385,892,1753,0.5088,731,526,287,130,0,101,23715,404,5.720,4.080
1978-06-09T04:00:00,16,dv-dtn-link-state,1200,400,6.2267,95.00,27.92,2383,885,1787,0.4952,898,636,183,4,0,17,35627,0,3.230,2.667
1978-06-09T04:00:00,6,dv-dtn-link-state,1200,400,6.1042,98.67,31.75,2385,866,1792,0.4833,922,630,165,4,0,12,36898,0,3.219,2.562
1978-06-09T04:00:00,16,spray-4,1200,400,6.2267,95.00,0.00,2385,140,1552,0.0902,1412,NaN,NaN,NaN,NaN,20,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,6,spray-4,1200,400,6.1042,98.67,0.00,2388,162,1548,0.1047,1386,NaN,NaN,NaN,NaN,20,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,16,spray-16,1200,400,6.2267,95.00,0.00,2348,319,1575,0.2025,1256,NaN,NaN,NaN,NaN,8749,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,6,spray-16,1200,400,6.1042,98.67,0.00,2355,339,1590,0.2132,1251,NaN,NaN,NaN,NaN,9054,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,17,dv-dtn,1200,400,6.2342,97.83,98.58,2386,925,1691,0.5470,535,409,463,230,1,2181,966,280,8.531,4.671
1978-06-09T04:00:00,7,dv-dtn,1200,400,5.9150,98.75,99.33,2385,1224,1861,0.6577,421,477,675,213,3,1123,751,170,8.291,5.207
1978-06-09T04:00:00,17,dv-dtn-digest-batch,1200,400,6.2342,97.83,98.58,2380,1576,1841,0.8561,66,1373,0,158,41,3576,967,239,8.531,6.734
1978-06-09T04:00:00,7,dv-dtn-digest-batch,1200,400,5.9150,98.75,99.33,2385,1932,2112,0.9148,16,1613,0,140,24,1138,743,132,8.291,7.238
1978-06-09T04:00:00,17,dv-dtn-reactive,1200,400,6.2342,97.83,17.83,2388,632,1614,0.3916,850,355,240,132,0,178,28560,328,5.779,3.785
1978-06-09T04:00:00,7,dv-dtn-reactive,1200,400,5.9150,98.75,28.92,2385,796,1735,0.4588,793,425,310,146,0,62,27227,402,5.744,4.103
1978-06-09T04:00:00,17,dv-dtn-link-state,1200,400,6.2342,97.83,14.50,2388,651,1628,0.3999,976,428,187,1,0,14,40289,0,3.276,2.602
1978-06-09T04:00:00,7,dv-dtn-link-state,1200,400,5.9150,98.75,26.58,2385,764,1750,0.4366,985,526,179,1,0,0,39150,0,3.190,2.580
1978-06-09T04:00:00,17,spray-4,1200,400,6.2342,97.83,0.00,2385,99,1493,0.0663,1394,NaN,NaN,NaN,NaN,18,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,7,spray-4,1200,400,5.9150,98.75,0.00,2390,158,1546,0.1022,1388,NaN,NaN,NaN,NaN,72,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,17,spray-16,1200,400,6.2342,97.83,0.00,2349,231,1501,0.1539,1270,NaN,NaN,NaN,NaN,9390,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,7,spray-16,1200,400,5.9150,98.75,0.00,2355,322,1583,0.2034,1261,NaN,NaN,NaN,NaN,8800,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,18,dv-dtn,1200,400,5.9792,98.00,97.17,2392,1128,1723,0.6547,475,401,663,119,1,1987,1197,278,8.204,5.017
1978-06-09T04:00:00,8,dv-dtn,1200,400,6.2258,99.00,99.17,2378,1143,1757,0.6505,442,428,643,171,1,1601,659,226,7.962,5.003
1978-06-09T04:00:00,18,dv-dtn-digest-batch,1200,400,5.9792,98.00,97.17,2392,1786,2039,0.8759,142,1568,0,100,11,2800,1184,227,8.204,6.736
1978-06-09T04:00:00,8,dv-dtn-digest-batch,1200,400,6.2258,99.00,99.17,2379,1763,2045,0.8621,127,1473,0,143,12,3348,658,208,7.962,6.680
1978-06-09T04:00:00,18,dv-dtn-reactive,1200,400,5.9792,98.00,17.92,2387,698,1646,0.4241,851,403,245,97,0,149,28109,301,5.784,3.968
1978-06-09T04:00:00,8,dv-dtn-reactive,1200,400,6.2258,99.00,27.25,2382,739,1656,0.4463,784,385,309,133,0,101,26673,353,5.804,4.256
1978-06-09T04:00:00,18,dv-dtn-link-state,1200,400,5.9792,98.00,22.17,2387,690,1686,0.4093,996,454,188,0,0,5,40070,0,3.178,2.583
1978-06-09T04:00:00,8,dv-dtn-link-state,1200,400,6.2258,99.00,22.75,2382,753,1682,0.4477,921,415,291,8,0,20,37239,0,3.243,2.695
1978-06-09T04:00:00,18,spray-4,1200,400,5.9792,98.00,0.00,2388,157,1529,0.1027,1372,NaN,NaN,NaN,NaN,27,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,8,spray-4,1200,400,6.2258,99.00,0.00,2379,113,1470,0.0769,1357,NaN,NaN,NaN,NaN,24,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,18,spray-16,1200,400,5.9792,98.00,0.00,2357,292,1548,0.1886,1256,NaN,NaN,NaN,NaN,8134,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,8,spray-16,1200,400,6.2258,99.00,0.00,2331,284,1499,0.1895,1215,NaN,NaN,NaN,NaN,9849,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,19,dv-dtn,1200,400,6.0183,98.00,98.75,2369,1009,1780,0.5669,600,408,527,168,3,2114,784,257,8.465,4.954
1978-06-09T04:00:00,9,dv-dtn,1200,400,6.3675,97.92,98.33,2381,1344,1862,0.7218,419,662,605,98,1,1499,602,187,7.173,4.350
1978-06-09T04:00:00,19,dv-dtn-digest-batch,1200,400,6.0183,98.00,98.75,2370,1870,2106,0.8879,114,1557,0,107,15,2807,784,204,8.465,7.112
1978-06-09T04:00:00,9,dv-dtn-digest-batch,1200,400,6.3675,97.92,98.33,2380,2041,2126,0.9600,21,1819,0,60,4,1528,602,144,7.173,6.021
1978-06-09T04:00:00,19,dv-dtn-reactive,1200,400,6.0183,98.00,22.50,2379,688,1687,0.4078,864,371,266,135,0,140,29059,252,5.931,4.135
1978-06-09T04:00:00,9,dv-dtn-reactive,1200,400,6.3675,97.92,34.67,2375,967,1758,0.5501,687,527,377,104,0,101,24251,327,5.267,3.865
1978-06-09T04:00:00,19,dv-dtn-link-state,1200,400,6.0183,98.00,25.17,2379,662,1706,0.3880,1043,440,190,1,0,0,41477,0,3.243,2.644
1978-06-09T04:00:00,9,dv-dtn-link-state,1200,400,6.3675,97.92,32.00,2375,1016,1810,0.5613,793,652,296,1,0,24,32390,0,3.140,2.522
1978-06-09T04:00:00,19,spray-4,1200,400,6.0183,98.00,0.00,2377,125,1520,0.0822,1395,NaN,NaN,NaN,NaN,37,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,9,spray-4,1200,400,6.3675,97.92,0.00,2377,195,1539,0.1267,1344,NaN,NaN,NaN,NaN,20,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,19,spray-16,1200,400,6.0183,98.00,0.00,2337,257,1540,0.1669,1283,NaN,NaN,NaN,NaN,8888,NaN,NaN,NaN,NaN
1978-06-09T04:00:00,9,spray-16,1200,400,6.3675,97.92,0.00,2339,416,1568,0.2653,1152,NaN,NaN,NaN,NaN,8732,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,0,dv-dtn,1200,400,6.1000,97.58,98.17,2376,1661,1944,0.8544,178,635,939,104,1,444,849,167,6.767,4.642
1978-06-09T03:00:00,10,dv-dtn,1200,400,6.3200,99.17,99.25,2388,1477,1945,0.7594,294,675,692,172,2,941,672,204,7.402,4.603
1978-06-09T03:00:00,0,dv-dtn-digest-batch,1200,400,6.1000,97.58,98.17,2377,2038,2165,0.9413,37,1815,0,78,12,954,849,143,6.767,5.644
1978-06-09T03:00:00,10,dv-dtn-digest-batch,1200,400,6.3200,99.17,99.25,2388,2041,2173,0.9393,10,1802,0,100,22,913,672,175,7.402,6.203
1978-06-09T03:00:00,0,dv-dtn-reactive,1200,400,6.1000,97.58,29.75,2378,1150,1787,0.6435,525,679,390,112,0,47,20798,365,5.165,4.018
1978-06-09T03:00:00,10,dv-dtn-reactive,1200,400,6.3200,99.17,28.00,2388,1005,1795,0.5599,665,577,351,125,0,38,24082,395,5.467,4.016
1978-06-09T03:00:00,0,dv-dtn-link-state,1200,400,6.1000,97.58,36.58,2378,1094,1830,0.5978,734,788,236,2,0,0,30538,0,3.155,2.530
1978-06-09T03:00:00,10,dv-dtn-link-state,1200,400,6.3200,99.17,30.67,2388,943,1821,0.5178,876,591,289,2,0,0,35078,0,3.093,2.456
1978-06-09T03:00:00,0,spray-4,1200,400,6.1000,97.58,0.00,2377,195,1531,0.1274,1336,NaN,NaN,NaN,NaN,29,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,10,spray-4,1200,400,6.3200,99.17,0.00,2387,177,1552,0.1140,1375,NaN,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,0,spray-16,1200,400,6.1000,97.58,0.00,2335,463,1578,0.2934,1115,NaN,NaN,NaN,NaN,8229,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,10,spray-16,1200,400,6.3200,99.17,0.00,2348,391,1579,0.2476,1188,NaN,NaN,NaN,NaN,9807,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,1,dv-dtn,1200,400,6.2250,98.50,98.75,2384,1327,1853,0.7161,364,619,604,160,2,1564,608,216,7.332,4.473
1978-06-09T03:00:00,11,dv-dtn,1200,400,6.2758,98.42,98.17,2385,1269,1809,0.7015,417,443,752,117,6,1437,696,174,8.378,5.015
1978-06-09T03:00:00,1,dv-dtn-digest-batch,1200,400,6.2250,98.50,98.75,2385,2069,2172,0.9526,8,1874,0,75,20,525,596,164,7.332,6.089
1978-06-09T03:00:00,11,dv-dtn-digest-batch,1200,400,6.2758,98.42,98.17,2387,1984,2119,0.9363,10,1740,0,86,39,470,696,145,8.378,7.017
1978-06-09T03:00:00,1,dv-dtn-reactive,1200,400,6.2250,98.50,34.92,2384,897,1722,0.5209,696,549,277,129,0,115,24734,349,5.393,3.841
1978-06-09T03:00:00,11,dv-dtn-reactive,1200,400,6.2758,98.42,34.83,2390,779,1693,0.4601,790,428,286,124,0,104,27333,378,5.641,3.909
1978-06-09T03:00:00,1,dv-dtn-link-state,1200,400,6.2250,98.50,34.17,2384,932,1793,0.5198,861,667,195,0,0,2,35546,0,3.189,2.591
1978-06-09T03:00:00,11,dv-dtn-link-state,1200,400,6.2758,98.42,28.83,2389,811,1736,0.4672,924,549,219,1,0,6,37775,0,3.213,2.577
1978-06-09T03:00:00,1,spray-4,1200,400,6.2250,98.50,0.00,2382,173,1514,0.1143,1341,NaN,NaN,NaN,NaN,46,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,11,spray-4,1200,400,6.2758,98.42,0.00,2388,138,1509,0.0915,1371,NaN,NaN,NaN,NaN,30,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,1,spray-16,1200,400,6.2250,98.50,0.00,2350,347,1555,0.2232,1208,NaN,NaN,NaN,NaN,10401,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,11,spray-16,1200,400,6.2758,98.42,0.00,2355,315,1535,0.2052,1220,NaN,NaN,NaN,NaN,8968,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,2,dv-dtn,1200,400,6.2992,97.25,97.33,2384,1206,1845,0.6537,431,518,614,206,2,1303,777,275,8.122,4.601
1978-06-09T03:00:00,12,dv-dtn,1200,400,6.3533,96.50,96.58,2379,1311,1824,0.7188,409,519,709,102,2,1771,536,193,7.531,4.611
1978-06-09T03:00:00,2,dv-dtn-digest-batch,1200,400,6.2992,97.25,97.33,2386,1819,2074,0.8770,68,1552,0,146,41,2373,744,240,8.122,6.621
1978-06-09T03:00:00,12,dv-dtn-digest-batch,1200,400,6.3533,96.50,96.58,2381,1978,2098,0.9428,22,1736,0,82,16,2284,536,161,7.531,6.376
1978-06-09T03:00:00,2,dv-dtn-reactive,1200,400,6.2992,97.25,24.75,2380,787,1695,0.4643,769,447,269,139,0,104,26972,330,5.465,3.832
1978-06-09T03:00:00,12,dv-dtn-reactive,1200,400,6.3533,96.50,27.50,2382,932,1735,0.5372,667,454,428,136,0,106,24081,386,5.773,4.208
1978-06-09T03:00:00,2,dv-dtn-link-state,1200,400,6.2992,97.25,28.25,2380,778,1711,0.4547,927,511,205,6,0,0,37384,0,3.247,2.623
1978-06-09T03:00:00,12,dv-dtn-link-state,1200,400,6.3533,96.50,27.92,2382,842,1745,0.4825,902,559,237,1,0,3,36908,0,3.206,2.635
1978-06-09T03:00:00,2,spray-4,1200,400,6.2992,97.25,0.00,2385,134,1504,0.0891,1370,NaN,NaN,NaN,NaN,18,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,12,spray-4,1200,400,6.3533,96.50,0.00,2380,127,1514,0.0839,1387,NaN,NaN,NaN,NaN,25,NaN,NaN,NaN,NaN
1978-06-09T03:00:00,2,spray-16,1200,400,6.2992,97.25,0.00,2338,299,1525,0.1961,1226,NaN,NaN,NaN,NaN,10310,NaN,NaN,NaN,NaN
