wind,seed,protocol,nBalloons,rounds,meanDegree,groundedPct,believedGroundedPct,originated,delivered,resolved,completionRate,satellite,acked,ackLost,droppedLoop,droppedTtl,blocked,stallNoBelief,stallStaleNextHop,beliefHopsMean,deliveredHopsMean
none,0,dv-dtn,1200,400,6.1875,97.75,97.75,2376,1608,1931,0.8327,263,1040,475,58,2,734,1250,41,6.512,4.209
none,10,dv-dtn,1200,400,6.3000,98.25,98.25,2389,1424,1881,0.7570,333,734,622,118,6,950,837,34,7.937,4.963
none,0,dv-dtn-digest-batch,1200,400,6.1875,97.75,97.75,2377,2026,2169,0.9341,95,1850,0,41,7,2133,1250,31,6.512,5.227
none,10,dv-dtn-digest-batch,1200,400,6.3000,98.25,98.25,2388,1936,2105,0.9197,60,1682,0,79,30,2570,837,27,7.937,6.409
none,0,dv-dtn-reactive,1200,400,6.1875,97.75,41.83,2378,1174,1829,0.6419,519,918,195,136,0,34,20721,69,5.275,3.982
none,10,dv-dtn-reactive,1200,400,6.3000,98.25,25.33,2388,955,1791,0.5332,710,651,243,126,0,39,24498,72,6.078,4.222
none,0,dv-dtn-link-state,1200,400,6.1875,97.75,39.83,2378,1127,1852,0.6085,725,987,80,0,0,14,29522,0,3.098,2.422
none,10,dv-dtn-link-state,1200,400,6.3000,98.25,28.42,2388,865,1805,0.4792,940,704,123,0,0,0,37186,0,3.176,2.524
none,0,spray-4,1200,400,6.1875,97.75,0.00,2372,188,1523,0.1234,1335,NaN,NaN,NaN,NaN,33,NaN,NaN,NaN,NaN
none,10,spray-4,1200,400,6.3000,98.25,0.00,2384,135,1544,0.0874,1409,NaN,NaN,NaN,NaN,27,NaN,NaN,NaN,NaN
none,0,spray-16,1200,400,6.1875,97.75,0.00,2335,452,1590,0.2843,1138,NaN,NaN,NaN,NaN,7180,NaN,NaN,NaN,NaN
none,10,spray-16,1200,400,6.3000,98.25,0.00,2336,310,1573,0.1971,1263,NaN,NaN,NaN,NaN,8893,NaN,NaN,NaN,NaN
none,1,dv-dtn,1200,400,6.2650,98.17,98.17,2384,1298,1802,0.7203,425,944,291,79,0,1810,1163,47,6.917,4.198
none,11,dv-dtn,1200,400,6.1375,99.00,99.17,2387,1071,1723,0.6216,535,676,350,115,2,1545,674,24,8.454,4.637
none,1,dv-dtn-digest-batch,1200,400,6.2650,98.17,98.17,2385,2114,2194,0.9635,26,1983,0,53,1,261,1163,46,6.917,5.802
none,11,dv-dtn-digest-batch,1200,400,6.1375,99.00,99.17,2387,1961,2116,0.9267,22,1676,0,90,43,1026,674,20,8.454,7.236
none,1,dv-dtn-reactive,1200,400,6.2650,98.17,31.58,2384,1027,1781,0.5766,616,755,207,138,0,24,22438,71,5.828,4.069
none,11,dv-dtn-reactive,1200,400,6.1375,99.00,19.33,2390,779,1664,0.4681,743,567,176,142,0,40,27651,59,6.212,4.288
none,1,dv-dtn-link-state,1200,400,6.2650,98.17,32.92,2384,902,1766,0.5108,864,824,36,0,0,7,35204,0,3.149,2.508
none,11,dv-dtn-link-state,1200,400,6.1375,99.00,19.83,2390,713,1677,0.4252,959,632,51,5,0,0,39102,0,3.171,2.505
none,1,spray-4,1200,400,6.2650,98.17,0.00,2384,164,1528,0.1073,1364,NaN,NaN,NaN,NaN,31,NaN,NaN,NaN,NaN
none,11,spray-4,1200,400,6.1375,99.00,0.00,2388,116,1498,0.0774,1382,NaN,NaN,NaN,NaN,46,NaN,NaN,NaN,NaN
none,1,spray-16,1200,400,6.2650,98.17,0.00,2347,352,1558,0.2259,1206,NaN,NaN,NaN,NaN,9065,NaN,NaN,NaN,NaN
none,11,spray-16,1200,400,6.1375,99.00,0.00,2350,280,1521,0.1841,1241,NaN,NaN,NaN,NaN,8039,NaN,NaN,NaN,NaN
none,2,dv-dtn,1200,400,6.4283,97.58,97.67,2383,1185,1782,0.6650,515,752,380,77,5,1821,1273,54,7.611,4.111
none,12,dv-dtn,1200,400,6.3208,98.17,98.33,2381,1102,1734,0.6355,565,633,422,67,0,1934,896,32,8.060,4.493
none,2,dv-dtn-digest-batch,1200,400,6.4283,97.58,97.67,2385,1990,2113,0.9418,57,1795,0,41,25,2204,1273,46,7.611,6.305
none,12,dv-dtn-digest-batch,1200,400,6.3208,98.17,98.33,2381,2098,2183,0.9611,23,1859,0,39,23,1198,896,32,8.060,6.951
none,2,dv-dtn-reactive,1200,400,6.4283,97.58,28.42,2380,906,1711,0.5295,697,649,207,108,0,69,25585,53,5.617,3.902
none,12,dv-dtn-reactive,1200,400,6.3208,98.17,31.42,2382,816,1706,0.4783,742,560,211,148,0,136,26151,76,6.278,4.151
none,2,dv-dtn-link-state,1200,400,6.4283,97.58,31.17,2380,863,1749,0.4934,886,712,114,0,0,0,35754,0,3.215,2.508
none,12,dv-dtn-link-state,1200,400,6.3208,98.17,26.08,2382,758,1716,0.4417,958,636,86,0,0,56,38292,0,3.304,2.690
none,2,spray-4,1200,400,6.4283,97.58,0.00,2389,134,1508,0.0889,1374,NaN,NaN,NaN,NaN,44,NaN,NaN,NaN,NaN
none,12,spray-4,1200,400,6.3208,98.17,0.00,2386,102,1502,0.0679,1400,NaN,NaN,NaN,NaN,39,NaN,NaN,NaN,NaN
none,2,spray-16,1200,400,6.4283,97.58,0.00,2341,312,1535,0.2033,1223,NaN,NaN,NaN,NaN,9329,NaN,NaN,NaN,NaN
none,12,spray-16,1200,400,6.3208,98.17,0.00,2336,230,1515,0.1518,1285,NaN,NaN,NaN,NaN,9777,NaN,NaN,NaN,NaN
none,3,dv-dtn,1200,400,5.9567,98.50,98.58,2369,1199,1777,0.6747,501,794,354,75,2,1954,785,58,7.439,4.280
none,13,dv-dtn,1200,400,6.3433,97.92,97.92,2388,1363,1850,0.7368,408,772,532,78,1,1462,1182,37,7.184,4.375
none,3,dv-dtn-digest-batch,1200,400,5.9567,98.50,98.58,2372,2002,2085,0.9602,28,1800,0,53,2,1678,785,49,7.439,6.266
none,13,dv-dtn-digest-batch,1200,400,6.3433,97.92,97.92,2388,2061,2171,0.9493,53,1857,0,53,4,1621,1182,25,7.184,5.960
none,3,dv-dtn-reactive,1200,400,5.9567,98.50,30.00,2372,950,1743,0.5450,696,744,154,97,0,33,24292,72,5.796,4.008
none,13,dv-dtn-reactive,1200,400,6.3433,97.92,29.00,2382,1001,1782,0.5617,638,688,255,143,0,78,23389,47,5.932,4.215
none,3,dv-dtn-link-state,1200,400,5.9567,98.50,31.83,2372,850,1753,0.4849,903,762,53,0,0,0,36297,0,3.140,2.478
none,13,dv-dtn-link-state,1200,400,6.3433,97.92,31.33,2382,919,1789,0.5137,870,730,157,0,0,0,35574,0,3.193,2.580
none,3,spray-4,1200,400,5.9567,98.50,0.00,2372,155,1521,0.1019,1366,NaN,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN
none,13,spray-4,1200,400,6.3433,97.92,0.00,2380,154,1527,0.1009,1373,NaN,NaN,NaN,NaN,15,NaN,NaN,NaN,NaN
none,3,spray-16,1200,400,5.9567,98.50,0.00,2338,355,1559,0.2277,1204,NaN,NaN,NaN,NaN,6778,NaN,NaN,NaN,NaN
none,13,spray-16,1200,400,6.3433,97.92,0.00,2357,339,1561,0.2172,1222,NaN,NaN,NaN,NaN,9213,NaN,NaN,NaN,NaN
none,4,dv-dtn,1200,400,6.3025,99.00,99.25,2376,1343,1799,0.7465,379,901,377,77,0,1727,587,29,6.919,4.179
none,14,dv-dtn,1200,400,6.2850,98.25,98.42,2375,1347,1882,0.7157,447,831,447,87,1,1526,998,38,7.548,4.016
none,4,dv-dtn-digest-batch,1200,400,6.3025,99.00,99.25,2377,2112,2186,0.9661,12,1930,0,61,1,441,587,26,6.919,5.895
none,14,dv-dtn-digest-batch,1200,400,6.2850,98.25,98.42,2376,2088,2188,0.9543,20,1842,0,62,18,254,998,32,7.548,6.388
none,4,dv-dtn-reactive,1200,400,6.3025,99.00,28.75,2377,1019,1736,0.5870,566,734,229,151,0,17,22513,61,5.832,4.191
none,14,dv-dtn-reactive,1200,400,6.2850,98.25,34.83,2378,1027,1792,0.5731,634,749,227,131,0,75,22861,91,5.738,4.041
none,4,dv-dtn-link-state,1200,400,6.3025,99.00,34.25,2377,949,1769,0.5365,820,796,118,0,0,0,33729,0,3.209,2.545
none,14,dv-dtn-link-state,1200,400,6.2850,98.25,33.08,2378,967,1789,0.5405,822,806,118,0,0,0,33403,0,3.182,2.549
none,4,spray-4,1200,400,6.3025,99.00,0.00,2376,162,1517,0.1068,1355,NaN,NaN,NaN,NaN,15,NaN,NaN,NaN,NaN
none,14,spray-4,1200,400,6.2850,98.25,0.00,2379,183,1537,0.1191,1354,NaN,NaN,NaN,NaN,23,NaN,NaN,NaN,NaN
none,4,spray-16,1200,400,6.3025,99.00,0.00,2334,333,1546,0.2154,1213,NaN,NaN,NaN,NaN,8980,NaN,NaN,NaN,NaN
none,14,spray-16,1200,400,6.2850,98.25,0.00,2330,384,1561,0.2460,1177,NaN,NaN,NaN,NaN,8810,NaN,NaN,NaN,NaN
none,5,dv-dtn,1200,400,6.4658,99.50,99.58,2383,1124,1794,0.6265,589,793,269,80,1,2252,761,36,8.010,3.963
none,15,dv-dtn,1200,400,6.2917,98.75,98.08,2382,1178,1805,0.6526,540,749,369,86,1,1990,1061,42,8.111,4.438
none,5,dv-dtn-digest-batch,1200,400,6.4658,99.50,99.58,2385,2083,2159,0.9648,16,1881,0,58,2,631,761,33,8.010,6.822
none,15,dv-dtn-digest-batch,1200,400,6.2917,98.75,98.08,2383,2051,2151,0.9535,25,1812,0,47,28,880,1061,35,8.111,6.822
none,5,dv-dtn-reactive,1200,400,6.4658,99.50,26.33,2381,871,1699,0.5127,716,678,155,112,0,63,26395,83,5.728,3.886
none,15,dv-dtn-reactive,1200,400,6.2917,98.75,27.42,2387,876,1718,0.5099,733,624,214,109,0,101,26384,89,5.821,4.110
none,5,dv-dtn-link-state,1200,400,6.4658,99.50,27.33,2381,834,1751,0.4763,913,726,76,4,0,11,36631,0,3.146,2.487
none,15,dv-dtn-link-state,1200,400,6.2917,98.75,27.00,2387,762,1736,0.4389,974,648,79,0,0,5,38231,0,3.206,2.535
none,5,spray-4,1200,400,6.4658,99.50,0.00,2389,169,1530,0.1105,1361,NaN,NaN,NaN,NaN,27,NaN,NaN,NaN,NaN
none,15,spray-4,1200,400,6.2917,98.75,0.00,2383,134,1523,0.0880,1389,NaN,NaN,NaN,NaN,12,NaN,NaN,NaN,NaN
none,5,spray-16,1200,400,6.4658,99.50,0.00,2348,336,1552,0.2165,1216,NaN,NaN,NaN,NaN,8807,NaN,NaN,NaN,NaN
none,15,spray-16,1200,400,6.2917,98.75,0.00,2342,301,1558,0.1932,1257,NaN,NaN,NaN,NaN,8610,NaN,NaN,NaN,NaN
none,6,dv-dtn,1200,400,6.0358,97.25,97.25,2378,1462,1871,0.7814,319,929,454,90,0,1267,734,41,7.002,4.728
none,16,dv-dtn,1200,400,6.2267,98.08,97.08,2385,1387,1839,0.7542,398,870,452,54,0,1762,1346,40,6.836,4.367
none,6,dv-dtn-digest-batch,1200,400,6.0358,97.25,97.25,2382,2142,2214,0.9675,15,1976,0,52,5,86,734,41,7.002,5.934
none,16,dv-dtn-digest-batch,1200,400,6.2267,98.08,97.08,2386,2144,2214,0.9684,31,1981,0,37,2,168,1346,35,6.836,5.799
none,6,dv-dtn-reactive,1200,400,6.0358,97.25,27.17,2385,1008,1781,0.5660,640,759,186,133,0,46,22740,68,5.903,4.195
none,16,dv-dtn-reactive,1200,400,6.2267,98.08,28.08,2383,1006,1787,0.5630,641,709,232,140,0,60,22609,85,6.003,4.348
none,6,dv-dtn-link-state,1200,400,6.0358,97.25,26.92,2385,937,1794,0.5223,855,800,97,2,0,4,34361,0,3.223,2.623
none,16,dv-dtn-link-state,1200,400,6.2267,98.08,30.67,2383,930,1793,0.5187,863,768,117,0,0,44,34422,0,3.253,2.644
none,6,spray-4,1200,400,6.0358,97.25,0.00,2385,147,1537,0.0956,1390,NaN,NaN,NaN,NaN,26,NaN,NaN,NaN,NaN
none,16,spray-4,1200,400,6.2267,98.08,0.00,2382,135,1556,0.0868,1421,NaN,NaN,NaN,NaN,27,NaN,NaN,NaN,NaN
none,6,spray-16,1200,400,6.0358,97.25,0.00,2359,327,1572,0.2080,1245,NaN,NaN,NaN,NaN,8582,NaN,NaN,NaN,NaN
none,16,spray-16,1200,400,6.2267,98.08,0.00,2359,317,1575,0.2013,1258,NaN,NaN,NaN,NaN,8172,NaN,NaN,NaN,NaN
none,7,dv-dtn,1200,400,5.8692,99.00,99.00,2384,1032,1763,0.5854,598,707,265,131,2,1493,822,46,8.734,4.770
none,17,dv-dtn,1200,400,6.2567,97.75,98.00,2385,1211,1777,0.6815,487,726,430,79,0,2031,978,56,7.522,4.500
none,7,dv-dtn-digest-batch,1200,400,5.8692,99.00,99.00,2385,2044,2170,0.9419,16,1775,0,96,14,196,822,46,8.734,7.590
none,17,dv-dtn-digest-batch,1200,400,6.2567,97.75,98.00,2385,2094,2172,0.9641,21,1937,0,56,1,498,977,35,7.522,6.415
none,7,dv-dtn-reactive,1200,400,5.8692,99.00,19.33,2385,748,1718,0.4354,833,572,137,137,0,43,29007,120,6.263,4.237
none,17,dv-dtn-reactive,1200,400,6.2567,97.75,33.58,2388,847,1699,0.4985,689,653,145,163,0,101,24143,66,6.058,4.148
none,7,dv-dtn-link-state,1200,400,5.8692,99.00,23.42,2385,676,1712,0.3949,1036,615,31,0,0,0,40846,0,3.216,2.623
none,17,dv-dtn-link-state,1200,400,6.2567,97.75,28.92,2388,818,1738,0.4707,920,713,72,0,0,18,37578,0,3.222,2.577
none,7,spray-4,1200,400,5.8692,99.00,0.00,2383,125,1538,0.0813,1413,NaN,NaN,NaN,NaN,32,NaN,NaN,NaN,NaN
none,17,spray-4,1200,400,6.2567,97.75,0.00,2391,133,1509,0.0881,1376,NaN,NaN,NaN,NaN,28,NaN,NaN,NaN,NaN
none,7,spray-16,1200,400,5.8692,99.00,0.00,2352,269,1549,0.1737,1280,NaN,NaN,NaN,NaN,7471,NaN,NaN,NaN,NaN
none,17,spray-16,1200,400,6.2567,97.75,0.00,2347,308,1545,0.1994,1237,NaN,NaN,NaN,NaN,8852,NaN,NaN,NaN,NaN
none,8,dv-dtn,1200,400,6.1900,98.83,98.83,2379,1157,1757,0.6585,505,655,436,95,0,1884,725,48,7.617,4.742
none,18,dv-dtn,1200,400,5.8883,96.42,96.42,2389,1176,1754,0.6705,513,671,456,65,0,2383,1946,44,7.740,4.634
none,8,dv-dtn-digest-batch,1200,400,6.1900,98.83,98.83,2380,1914,2031,0.9424,46,1665,0,65,6,2701,725,41,7.617,6.366
none,18,dv-dtn-digest-batch,1200,400,5.8883,96.42,96.42,2391,1837,2044,0.8987,158,1629,0,45,4,4564,1946,40,7.740,6.407
none,8,dv-dtn-reactive,1200,400,6.1900,98.83,31.58,2382,800,1666,0.4802,743,602,155,123,0,81,25402,56,6.252,4.309
none,18,dv-dtn-reactive,1200,400,5.8883,96.42,23.83,2387,795,1704,0.4665,778,577,179,131,0,101,27102,103,6.010,3.970
none,8,dv-dtn-link-state,1200,400,6.1900,98.83,21.75,2382,753,1670,0.4509,915,630,92,2,0,0,37618,0,3.192,2.586
none,18,dv-dtn-link-state,1200,400,5.8883,96.42,25.58,2387,724,1718,0.4214,994,617,69,0,0,0,39593,0,3.111,2.446
none,8,spray-4,1200,400,6.1900,98.83,0.00,2382,105,1484,0.0708,1379,NaN,NaN,NaN,NaN,27,NaN,NaN,NaN,NaN
none,18,spray-4,1200,400,5.8883,96.42,0.00,2391,131,1520,0.0862,1389,NaN,NaN,NaN,NaN,22,NaN,NaN,NaN,NaN
none,8,spray-16,1200,400,6.1900,98.83,0.00,2341,254,1496,0.1698,1242,NaN,NaN,NaN,NaN,8794,NaN,NaN,NaN,NaN
none,18,spray-16,1200,400,5.8883,96.42,0.00,2351,285,1542,0.1848,1257,NaN,NaN,NaN,NaN,7334,NaN,NaN,NaN,NaN
none,9,dv-dtn,1200,400,6.4533,98.17,98.33,2380,1237,1805,0.6853,499,855,317,67,2,1982,1090,69,7.216,4.146
none,19,dv-dtn,1200,400,6.1533,99.08,99.33,2368,983,1715,0.5732,655,626,309,77,0,2782,705,25,8.058,4.653
none,9,dv-dtn-digest-batch,1200,400,6.4533,98.17,98.33,2381,2105,2164,0.9727,23,1908,0,31,5,457,1090,55,7.216,6.168
none,19,dv-dtn-digest-batch,1200,400,6.1533,99.08,99.33,2371,1951,2112,0.9238,98,1731,0,55,8,2481,705,21,8.058,6.611
none,9,dv-dtn-reactive,1200,400,6.4533,98.17,28.00,2375,949,1748,0.5429,685,733,164,114,0,98,24051,77,5.620,4.027
none,19,dv-dtn-reactive,1200,400,6.1533,99.08,27.33,2379,747,1683,0.4439,801,556,146,135,0,102,27994,42,6.262,4.185
none,9,dv-dtn-link-state,1200,400,6.4533,98.17,27.58,2375,896,1759,0.5094,861,773,92,2,0,13,34835,0,3.100,2.450
none,19,dv-dtn-link-state,1200,400,6.1533,99.08,23.67,2379,670,1695,0.3953,1025,583,61,0,0,0,40511,0,3.249,2.640
none,9,spray-4,1200,400,6.4533,98.17,0.00,2376,191,1549,0.1233,1358,NaN,NaN,NaN,NaN,28,NaN,NaN,NaN,NaN
none,19,spray-4,1200,400,6.1533,99.08,0.00,2380,114,1511,0.0754,1397,NaN,NaN,NaN,NaN,23,NaN,NaN,NaN,NaN
none,9,spray-16,1200,400,6.4533,98.17,0.00,2347,361,1576,0.2291,1215,NaN,NaN,NaN,NaN,8431,NaN,NaN,NaN,NaN
none,19,spray-16,1200,400,6.1533,99.08,0.00,2332,247,1531,0.1613,1284,NaN,NaN,NaN,NaN,8162,NaN,NaN,NaN,NaN
1978-06-09T20:00:00,0,dv-dtn,1200,400,6.1308,98.58,98.25,2377,1661,1954,0.8501,192,694,847,101,0,611,983,172,6.821,4.547
1978-06-09T20:00:00,10,dv-dtn,1200,400,6.3258,97.67,98.08,2388,1477,1892,0.7807,321,663,715,94,0,1397,520,154,7.166,4.592
1978-06-09T20:00:00,0,dv-dtn-digest-batch,1200,400,6.1308,98.58,98.25,2377,2062,2176,0.9476,37,1839,0,72,5,1266,983,147,6.821,5.626
1978-06-09T20:00:00,10,dv-dtn-digest-batch,1200,400,6.3258,97.67,98.08,2389,2082,2167,0.9608,21,1823,0,52,12,1707,510,125,7.166,5.989
1978-06-09T20:00:00,0,dv-dtn-reactive,1200,400,6.1308,98.58,34.25,2378,1146,1788,0.6409,552,624,439,90,0,57,22356,368,5.005,3.982
1978-06-09T20:00:00,10,dv-dtn-reactive,1200,400,6.3258,97.67,38.33,2387,1010,1789,0.5646,668,580,358,111,0,102,22812,357,5.439,4.012
1978-06-09T20:00:00,0,dv-dtn-link-state,1200,400,6.1308,98.58,36.33,2378,1088,1831,0.5942,743,785,237,0,0,9,30887,0,3.143,2.517
1978-06-09T20:00:00,10,dv-dtn-link-state,1200,400,6.3258,97.67,33.17,2388,941,1809,0.5202,865,652,229,3,0,0,34810,0,3.132,2.477
1978-06-09T20:00:00,0,spray-4,1200,400,6.1308,98.58,0.00,2379,189,1528,0.1237,1339,NaN,NaN,NaN,NaN,35,NaN,NaN,NaN,NaN
1978-06-09T20:00:00,10,spray-4,1200,400,6.3258,97.67,0.00,2390,180,1562,0.1152,1382,NaN,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN
1978-06-09T20:00:00,0,spray-16,1200,400,6.1308,98.58,0.00,2349,449,1589,0.2826,1140,NaN,NaN,NaN,NaN,8256,NaN,NaN,NaN,NaN
1978-06-09T20:00:00,10,spray-16,1200,400,6.3258,97.67,0.00,2341,392,1603,0.2445,1211,NaN,NaN,NaN,NaN,9318,NaN,NaN,NaN,NaN
1978-06-09T20:00:00,1,dv-dtn,1200,400,6.2942,99.00,98.92,2383,1238,1819,0.6806,433,610,537,148,0,1733,581,154,7.332,4.483
1978-06-09T20:00:00,11,dv-dtn,1200,400,6.3625,98.92,99.08,2386,1317,1839,0.7162,371,506,732,146,5,1401,642,167,7.999,4.790
1978-06-09T20:00:00,1,dv-dtn-digest-batch,1200,400,6.2942,99.00,98.92,2384,2055,2168,0.9479,10,1850,0,99,4,1381,580,126,7.332,6.310
1978-06-09T20:00:00,11,dv-dtn-digest-batch,1200,400,6.3625,98.92,99.08,2388,2041,2179,0.9367,12,1763,0,93,33,1004,642,134,7.999,6.780
1978-06-09T20:00:00,1,dv-dtn-reactive,1200,400,6.2942,99.00,29.08,2384,875,1741,0.5026,740,532,280,126,0,106,24844,362,5.528,4.016
1978-06-09T20:00:00,11,dv-dtn-reactive,1200,400,6.3625,98.92,24.75,2390,854,1715,0.4980,730,444,343,131,0,88,25774,329,5.601,3.939
1978-06-09T20:00:00,1,dv-dtn-link-state,1200,400,6.2942,99.00,32.00,2384,840,1752,0.4795,906,636,145,6,0,7,37211,0,3.158,2.579
1978-06-09T20:00:00,11,dv-dtn-link-state,1200,400,6.3625,98.92,28.58,2390,867,1762,0.4921,894,575,223,1,0,0,36666,0,3.141,2.547
1978-06-09T20:00:00,1,spray-4,1200,400,6.2942,99.00,0.00,2383,164,1523,0.1077,1359,NaN,NaN,NaN,NaN,25,NaN,NaN,NaN,NaN
1978-06-09T20:00:00,11,spray-4,1200,400,6.3625,98.92,0.00,2389,166,1519,0.1093,1353,NaN,NaN,NaN,NaN,12,NaN,NaN,NaN,NaN
1978-06-09T20:00:00,1,spray-16,1200,400,6.2942,99.00,0.00,2352,331,1558,0.2125,1227,NaN,NaN,NaN,NaN,10171,NaN,NaN,NaN,NaN
1978-06-09T20:00:00,11,spray-16,1200,400,6.3625,98.92,0.00,2350,348,1538,0.2263,1190,NaN,NaN,NaN,NaN,9128,NaN,NaN,NaN,NaN
1978-06-09T20:00:00,2,dv-dtn,1200,400,6.3717,98.25,98.50,2385,1182,1781,0.6637,482,550,561,116,1,1646,625,200,7.741,4.396
1978-06-09T20:00:00,12,dv-dtn,1200,400,6.2375,99.50,98.17,2379,1314,1812,0.7252,393,501,749,103,2,1617,490,169,7.584,4.842
1978-06-09T20:00:00,2,dv-dtn-digest-batch,1200,400,6.3717,98.25,98.50,2385,1926,2090,0.9215,69,1666,0,79,16,2322,625,171,7.741,6.428
1978-06-09T20:00:00,12,dv-dtn-digest-batch,1200,400,6.2375,99.50,98.17,2381,2053,2145,0.9571,5,1805,0,65,22,1404,490,142,7.584,6.444
1978-06-09T20:00:00,2,dv-dtn-reactive,1200,400,6.3717,98.25,24.58,2380,819,1662,0.4928,744,426,356,99,0,92,26775,302,5.302,3.751
1978-06-09T20:00:00,12,dv-dtn-reactive,1200,400,6.2375,99.50,28.50,2382,877,1716,0.5111,711,430,404,128,0,92,24209,314,5.925,4.250
1978-06-09T20:00:00,2,dv-dtn-link-state,1200,400,6.3717,98.25,25.17,2380,854,1733,0.4928,878,529,275,1,0,0,35741,0,3.253,2.686
1978-06-09T20:00:00,12,dv-dtn-link-state,1200,400,6.2375,99.50,27.33,2382,813,1736,0.4683,920,510,257,3,0,31,37818,0,3.245,2.664
1978-06-09T20:00:00,2,spray-4,1200,400,6.3717,98.25,0.00,2384,143,1508,0.0948,1365,NaN,NaN,NaN,NaN,22,NaN,NaN,NaN,NaN
1978-06-09T20:00:00,12,spray-4,1200,400,6.2375,99.50,0.00,2380,137,1507,0.0909,1370,NaN,NaN,NaN,NaN,23,NaN,NaN,NaN,NaN
1978-06-09T20:00:00,2,spray-16,1200,400,6.3717,98.25,0.00,2348,326,1543,0.2113,1217,NaN,NaN,NaN,NaN,10328,NaN,NaN,NaN,NaN
1978-06-09T20:00:00,12,spray-16,1200,400,6.2375,99.50,0.00,2334,287,1544,0.1859,1257,NaN,NaN,NaN,NaN,9596,NaN,NaN,NaN,NaN
1978-06-09T20:00:00,3,dv-dtn,1200,400,6.0392,99.08,99.25,2370,1307,1861,0.7023,369,564,656,185,0,1221,518,187,7.484,4.785
1978-06-09T20:00:00,13,dv-dtn,1200,400,6.2825,97.92,98.50,2387,1369,1870,0.7321,344,574,703,157,0,1055,857,171,7.399,4.775
1978-06-09T20:00:00,3,dv-dtn-digest-batch,1200,400,6.0392,99.08,99.25,2372,2002,2129,0.9403,11,1710,0,108,8,778,518,148,7.484,6.439
1978-06-09T20:00:00,13,dv-dtn-digest-batch,1200,400,6.2825,97.92,98.50,2388,2088,2208,0.9457,22,1777,0,91,7,1028,857,135,7.399,6.524
1978-06-09T20:00:00,3,dv-dtn-reactive,1200,400,6.0392,99.08,22.17,2372,886,1696,0.5224,669,475,360,141,0,71,23190,401,5.657,4.094
1978-06-09T20:00:00,13,dv-dtn-reactive,1200,400,6.2825,97.92,39.00,2382,904,1740,0.5195,701,560,273,135,0,131,23681,344,5.540,3.955
1978-06-09T20:00:00,3,dv-dtn-link-state,1200,400,6.0392,99.08,28.00,2372,866,1735,0.4991,860,570,237,9,0,0,35199,0,3.223,2.587
1978-06-09T20:00:00,13,dv-dtn-link-state,1200,400,6.2825,97.92,33.08,2382,897,1772,0.5062,873,621,225,2,0,0,35800,0,3.136,2.465
1978-06-09T20:00:00,3,spray-4,1200,400,6.0392,99.08,0.00,2376,171,1526,0.1121,1355,NaN,NaN,NaN,NaN,18,NaN,NaN,NaN,NaN
1978-06-09T20:00:00,13,spray-4,1200,400,6.2825,97.92,0.00,2384,189,1550,0.1219,1361,NaN,NaN,NaN,NaN,36,NaN,NaN,NaN,NaN
1978-06-09T20:00:00,3,spray-16,1200,400,6.0392,99.08,0.00,2342,375,1555,0.2412,1180,NaN,NaN,NaN,NaN,8122,NaN,NaN,NaN,NaN
1978-06-09T20:00:00,13,spray-16,1200,400,6.2825,97.92,0.00,2340,388,1573,0.2467,1185,NaN,NaN,NaN,NaN,9219,NaN,NaN,NaN,NaN
1978-06-09T20:00:00,4,dv-dtn,1200,400,6.3683,99.00,99.17,2376,1491,1907,0.7819,249,577,805,166,1,945,500,194,6.988,4.742
1978-06-09T20:00:00,14,dv-dtn,1200,400,6.3342,98.67,98.83,2375,1308,1898,0.6891,353,587,640,231,6,970,761,180,7.947,4.438
1978-06-09T20:00:00,4,dv-dtn-digest-batch,1200,400,6.3683,99.00,99.17,2377,2115,2212,0.9561,12,1861,0,79,6,71,492,155,6.988,6.012
1978-06-09T20:00:00,14,dv-dtn-digest-batch,1200,400,6.3342,98.67,98.83,2376,1966,2178,0.9027,21,1671,0,122,69,412,761,151,7.947,6.540
1978-06-09T20:00:00,4,dv-dtn-reactive,1200,400,6.3683,99.00,27.83,2376,972,1740,0.5586,624,500,406,144,0,95,22482,419,5.450,3.990
1978-06-09T20:00:00,14,dv-dtn-reactive,1200,400,6.3342,98.67,33.50,2378,919,1741,0.5279,712,493,363,110,0,57,26040,366,5.288,3.926
1978-06-09T20:00:00,4,dv-dtn-link-state,1200,400,6.3683,99.00,36.25,2377,973,1784,0.5454,806,690,212,5,0,6,33955,0,3.195,2.565
1978-06-09T20:00:00,14,dv-dtn-link-state,1200,400,6.3342,98.67,29.83,2378,920,1763,0.5218,838,652,222,5,0,0,34766,0,3.163,2.579
1978-06-09T20:00:00,4,spray-4,1200,400,6.3683,99.00,0.00,2375,168,1520,0.1105,1352,NaN,NaN,NaN,NaN,33,NaN,NaN,NaN,NaN
1978-06-09T20:00:00,14,spray-4,1200,400,6.3342,98.67,0.00,2369,154,1513,0.1018,1359,NaN,NaN,NaN,NaN,27,NaN,NaN,NaN,NaN
1978-06-09T20:00:00,4,spray-16,1200,400,6.3683,99.00,0.00,2337,392,1566,0.2503,1174,NaN,NaN,NaN,NaN,9074,NaN,NaN,NaN,NaN
1978-06-09T20:00:00,14,spray-16,1200,400,6.3342,98.67,0.00,2341,364,1546,0.2354,1182,NaN,NaN,NaN,NaN,9687,NaN,NaN,NaN,NaN
