seed,nBalloons,ackPolicy,towerContact,meshHop,rounds,meanDegree,groundedPct,believedGroundedPct,originated,delivered,satellite,acked,ackLost,droppedLoop,droppedTtl,blocked,completionRate,meanTowerAdjacent,deliveryCeilingPerRound,slotsWithBundle,stallNoBelief,stallStaleNextHop
2,1200,digest,4,1,800,6.4275,98.1667,98.1667,4750,2988,1069,2698,0,153,7,3405,0.708561,24.4425,19.5540,33267,2729,103
14,1200,digest,1,8,800,6.2500,98.6667,98.6667,4739,2925,1043,2412,0,148,44,40293,0.703125,25.6600,5.1320,30093,2016,66
8,1200,digest,4,2,800,6.1867,98.7500,98.8333,4755,3739,434,3284,0,149,10,5091,0.863112,12.1625,9.7300,27856,1463,76
2,1200,digest,4,2,800,6.4275,98.1667,98.1667,4751,3808,423,3357,0,128,27,4308,0.868217,24.4425,19.5540,27792,2729,90
14,1200,digest,4,1,800,6.2500,98.6667,98.6667,4747,3262,885,2943,0,171,1,2359,0.755267,25.6600,20.5280,31520,2016,79
8,1200,digest,4,4,800,6.1867,98.7500,98.8333,4756,3993,259,3541,0,135,17,9066,0.906676,12.1625,9.7300,25908,1463,70
2,1200,digest,4,4,800,6.4275,98.1667,98.1667,4752,4164,152,3850,0,105,44,4641,0.932587,24.4425,19.5540,24915,2729,87
14,1200,digest,4,2,800,6.2500,98.6667,98.6667,4748,3948,305,3481,0,140,25,2825,0.893617,25.6600,20.5280,26325,2016,66
8,1200,digest,4,8,800,6.1867,98.7500,98.8333,4753,4029,243,3547,0,133,20,16488,0.910508,12.1625,9.7300,25619,1463,66
2,1200,digest,4,8,800,6.4275,98.1667,98.1667,4753,4204,135,3847,0,110,42,8686,0.936094,24.4425,19.5540,24592,2729,87
14,1200,digest,4,4,800,6.2500,98.6667,98.6667,4748,4350,54,3956,0,118,32,373,0.955204,25.6600,20.5280,23302,2016,56
14,1200,digest,4,8,800,6.2500,98.6667,98.6667,4748,4364,54,3966,0,108,37,896,0.956388,25.6600,20.5280,22891,2016,53
8,2000,source-routed,1,1,800,10.3715,99.9000,99.9000,7906,3925,2588,3073,770,295,1,12264,0.576443,30.4975,6.0995,51551,219,53
2,2000,source-routed,1,1,800,10.3600,99.8500,99.8500,7910,3505,2949,2723,705,363,3,12256,0.513930,36.8975,7.3795,53772,523,82
14,2000,source-routed,1,1,800,10.4330,100.0000,100.0000,7914,3683,2834,2836,765,313,1,12634,0.539160,32.3588,6.4718,53559,133,76
8,2000,source-routed,1,2,800,10.3715,99.9000,99.9000,7902,4163,2327,3165,915,313,1,25379,0.611846,30.4975,6.0995,46383,219,48
2,2000,source-routed,1,2,800,10.3600,99.8500,99.8500,7904,3676,2761,2750,839,404,5,26719,0.536956,36.8975,7.3795,48474,523,76
14,2000,source-routed,1,2,800,10.4330,100.0000,100.0000,7909,3971,2553,2900,974,306,3,25957,0.581150,32.3588,6.4718,47962,133,63
8,2000,source-routed,1,4,800,10.3715,99.9000,99.9000,7900,4250,2234,3165,993,321,3,46380,0.624266,30.4975,6.0995,44469,219,45
2,2000,source-routed,1,4,800,10.3600,99.8500,99.8500,7903,3795,2648,2740,974,386,5,50179,0.555312,36.8975,7.3795,46202,523,67
14,2000,source-routed,1,4,800,10.4330,100.0000,100.0000,7900,4090,2437,2921,1066,302,8,47794,0.598216,32.3588,6.4718,45728,133,63
8,2000,source-routed,1,8,800,10.3715,99.9000,99.9000,7898,4253,2192,3156,1016,346,2,72916,0.626086,30.4975,6.0995,43911,219,48
2,2000,source-routed,1,8,800,10.3600,99.8500,99.8500,7902,3871,2589,2801,987,360,4,79176,0.567263,36.8975,7.3795,45392,523,67
14,2000,source-routed,1,8,800,10.4330,100.0000,100.0000,7899,4125,2414,2927,1098,299,6,74652,0.602718,32.3588,6.4718,44786,133,57
8,2000,source-routed,4,1,800,10.3715,99.9000,99.9000,7908,5463,1394,3062,2272,260,0,6243,0.767599,30.4975,24.3980,44957,219,42
2,2000,source-routed,4,1,800,10.3600,99.8500,99.8500,7911,5098,1694,2738,2257,326,4,6823,0.715810,36.8975,29.5180,48495,523,73
14,2000,source-routed,4,1,800,10.4330,100.0000,100.0000,7919,5165,1650,2749,2289,288,1,6661,0.727055,32.3588,25.8870,47452,133,64
8,2000,source-routed,4,2,800,10.3715,99.9000,99.9000,7912,6458,636,3091,3220,224,0,8181,0.882482,30.4975,24.3980,35958,219,36
2,2000,source-routed,4,2,800,10.3600,99.8500,99.8500,7911,6262,711,2719,3418,292,6,9374,0.861230,36.8975,29.5180,39097,523,63
14,2000,source-routed,4,2,800,10.4330,100.0000,100.0000,7916,6197,821,2717,3352,255,2,9951,0.851821,32.3588,25.8870,38488,133,53
8,2000,source-routed,4,4,800,10.3715,99.9000,99.9000,7911,6811,447,3062,3595,201,0,12001,0.913125,30.4975,24.3980,32487,219,39
2,2000,source-routed,4,4,800,10.3600,99.8500,99.8500,7912,6760,358,2712,3929,233,1,13762,0.919478,36.8975,29.5180,35156,523,53
14,2000,source-routed,4,4,800,10.4330,100.0000,100.0000,7918,6858,323,2772,3936,223,2,12785,0.926006,32.3588,25.8870,33844,133,49
8,2000,source-routed,4,8,800,10.3715,99.9000,99.9000,7909,6903,381,3012,3741,184,1,18281,0.924220,30.4975,24.3980,31709,219,35
2,2000,source-routed,4,8,800,10.3600,99.8500,99.8500,7911,6897,254,2685,4071,227,2,21144,0.934553,36.8975,29.5180,34199,523,49
14,2000,source-routed,4,8,800,10.4330,100.0000,100.0000,7915,7043,206,2820,4071,202,3,18009,0.944862,32.3588,25.8870,32614,133,47
8,2000,digest,1,1,800,10.3715,99.9000,99.9000,7908,4134,2397,3746,0,314,0,13400,0.603944,30.4975,6.0995,53515,219,53
2,2000,digest,1,1,800,10.3600,99.8500,99.8500,7911,3654,2835,3316,0,372,2,13338,0.532420,36.8975,7.3795,55490,523,83
14,2000,digest,1,1,800,10.4330,100.0000,100.0000,7913,3938,2585,3515,0,328,0,14144,0.574807,32.3588,6.4718,56246,133,79
8,2000,digest,1,2,800,10.3715,99.9000,99.9000,7902,4275,2228,3830,0,325,1,29069,0.626007,30.4975,6.0995,49064,219,52
2,2000,digest,1,2,800,10.3600,99.8500,99.8500,7903,3824,2637,3356,0,390,6,29347,0.557678,36.8975,7.3795,50591,523,79
14,2000,digest,1,2,800,10.4330,100.0000,100.0000,7905,4185,2381,3720,0,327,3,29586,0.606874,32.3588,6.4718,51031,133,64
8,2000,digest,1,4,800,10.3715,99.9000,99.9000,7902,4329,2141,3903,0,354,2,53614,0.634193,30.4975,6.0995,47678,219,47
2,2000,digest,1,4,800,10.3600,99.8500,99.8500,7906,3985,2488,3465,0,384,3,55049,0.580904,36.8975,7.3795,48471,523,72
14,2000,digest,1,4,800,10.4330,100.0000,100.0000,7902,4287,2243,3689,0,333,7,55848,0.624017,32.3588,6.4718,49097,133,58
8,2000,digest,1,8,800,10.3715,99.9000,99.9000,7902,4352,2101,3894,0,367,2,83403,0.637936,30.4975,6.0995,46924,219,50
2,2000,digest,1,8,800,10.3600,99.8500,99.8500,7906,4049,2415,3530,0,385,9,87062,0.590405,36.8975,7.3795,47606,523,69
14,2000,digest,1,8,800,10.4330,100.0000,100.0000,7904,4307,2221,3686,0,331,5,88320,0.627477,32.3588,6.4718,48493,133,58
8,2000,digest,4,1,800,10.3715,99.9000,99.9000,7912,6098,917,5650,0,260,0,4610,0.838213,30.4975,24.3980,44634,219,46
2,2000,digest,4,1,800,10.3600,99.8500,99.8500,7914,5683,1221,5181,0,325,1,5540,0.786030,36.8975,29.5180,48468,523,75
14,2000,digest,4,1,800,10.4330,100.0000,100.0000,7921,5759,1201,5273,0,289,1,5448,0.794345,32.3588,25.8870,47549,133,65
8,2000,digest,4,2,800,10.3715,99.9000,99.9000,7911,6912,399,6528,0,202,1,5957,0.919883,30.4975,24.3980,35909,219,40
2,2000,digest,4,2,800,10.3600,99.8500,99.8500,7914,6767,358,6242,0,251,6,6847,0.916689,36.8975,29.5180,38749,523,59
14,2000,digest,4,2,800,10.4330,100.0000,100.0000,7920,6837,372,6217,0,239,4,7167,0.917472,32.3588,25.8870,38348,133,49
8,2000,digest,4,4,800,10.3715,99.9000,99.9000,7910,7203,149,6773,0,185,1,8298,0.955559,30.4975,24.3980,32950,219,34
2,2000,digest,4,4,800,10.3600,99.8500,99.8500,7912,7047,192,6507,0,215,1,11760,0.945272,36.8975,29.5180,35595,523,50
14,2000,digest,4,4,800,10.4330,100.0000,100.0000,7919,7237,97,6619,0,209,1,9631,0.959305,32.3588,25.8870,34398,133,45
8,2000,digest,4,8,800,10.3715,99.9000,99.9000,7912,7257,119,6822,0,184,1,13065,0.959794,30.4975,24.3980,32549,219,33
2,2000,digest,4,8,800,10.3600,99.8500,99.8500,7911,7085,151,6515,0,218,1,19235,0.950369,36.8975,29.5180,35167,523,52
9,600,source-routed,1,1,800,3.4267,47.8333,47.8333,2372,833,1197,728,95,1,0,656,0.410143,17.2437,3.4487,38368,31924,56
3,600,source-routed,1,1,800,2.9267,30.3333,30.3333,2378,362,1603,289,65,10,0,293,0.183291,10.0150,2.0030,49622,44745,51
9,600,source-routed,1,2,800,3.4267,47.8333,47.8333,2372,939,1101,769,155,1,0,912,0.460069,17.2437,3.4487,37535,31855,49
3,600,source-routed,1,2,800,2.9267,30.3333,30.3333,2377,380,1591,280,86,6,0,945,0.192210,10.0150,2.0030,49014,44744,48
9,600,source-routed,1,4,800,3.4267,47.8333,47.8333,2372,986,1059,799,160,1,2,1362,0.481445,17.2437,3.4487,37098,31855,45
3,600,source-routed,1,4,800,2.9267,30.3333,30.3333,2377,390,1582,277,102,5,0,2735,0.197269,10.0150,2.0030,48801,44744,47
14,2000,digest,4,8,800,10.4330,100.0000,100.0000,7918,7304,69,6670,0,197,0,14169,0.964861,32.3588,25.8870,33644,133,45
9,600,source-routed,1,8,800,3.4267,47.8333,47.8333,2372,994,1053,796,175,1,2,2098,0.484878,17.2437,3.4487,36978,31855,45
3,600,source-routed,1,8,800,2.9267,30.3333,30.3333,2378,398,1572,281,105,5,0,5069,0.201519,10.0150,2.0030,48741,44744,48
15,600,source-routed,1,1,800,3.1933,37.0000,37.1667,2375,578,1402,523,47,1,0,157,0.291772,8.0525,1.6105,46319,40964,46
9,600,source-routed,4,1,800,3.4267,47.8333,47.8333,2372,858,1178,732,113,1,0,631,0.421208,17.2437,13.7950,38229,31924,57
3,600,source-routed,4,1,800,2.9267,30.3333,30.3333,2378,397,1580,284,100,9,0,277,0.199899,10.0150,8.0120,49549,44745,51
15,600,source-routed,1,2,800,3.1933,37.0000,37.1667,2374,591,1394,503,77,1,0,911,0.297583,8.0525,1.6105,45803,40964,46
9,600,source-routed,4,2,800,3.4267,47.8333,47.8333,2372,1004,1057,766,214,1,0,761,0.486906,17.2437,13.7950,37148,31855,47
3,600,source-routed,4,2,800,2.9267,30.3333,30.3333,2377,555,1452,289,248,5,0,437,0.275845,10.0150,8.0120,48737,44744,44
15,600,source-routed,1,4,800,3.1933,37.0000,37.1667,2373,593,1392,512,73,1,0,2009,0.298590,8.0525,1.6105,45559,40964,46
9,600,source-routed,4,4,800,3.4267,47.8333,47.8333,2372,1092,993,797,270,1,1,262,0.523239,17.2437,13.7950,36336,31855,49
3,600,source-routed,4,4,800,2.9267,30.3333,30.3333,2377,644,1381,284,335,6,0,585,0.317085,10.0150,8.0120,48223,44744,44
15,600,source-routed,1,8,800,3.1933,37.0000,37.1667,2374,593,1394,510,74,1,0,3821,0.298290,8.0525,1.6105,45544,40964,46
9,600,source-routed,4,8,800,3.4267,47.8333,47.8333,2372,1097,983,795,282,1,2,375,0.526644,17.2437,13.7950,36215,31855,45
3,600,source-routed,4,8,800,2.9267,30.3333,30.3333,2378,676,1360,284,370,4,0,578,0.331373,10.0150,8.0120,48113,44744,47
15,600,source-routed,4,1,800,3.1933,37.0000,37.1667,2374,612,1373,513,87,1,0,169,0.308157,8.0525,6.4420,46215,40964,44
9,600,digest,1,1,800,3.4267,47.8333,47.8333,2372,1012,1040,921,0,1,0,243,0.492937,17.2437,3.4487,38559,31927,49
3,600,digest,1,1,800,2.9267,30.3333,30.3333,2378,395,1586,318,0,7,0,402,0.198692,10.0150,2.0030,50042,44745,51
15,600,source-routed,4,2,800,3.1933,37.0000,37.1667,2375,764,1257,517,229,1,0,72,0.377844,8.0525,6.4420,45196,40964,44
9,600,digest,1,2,800,3.4267,47.8333,47.8333,2372,1058,1016,990,0,1,0,697,0.509880,17.2437,3.4487,37761,31855,42
3,600,digest,1,2,800,2.9267,30.3333,30.3333,2377,401,1573,315,0,5,0,1493,0.202628,10.0150,2.0030,49429,44744,49
15,600,source-routed,4,4,800,3.1933,37.0000,37.1667,2375,793,1246,532,242,1,1,36,0.388535,8.0525,6.4420,44753,40964,44
9,600,digest,1,4,800,3.4267,47.8333,47.8333,2372,1065,1012,992,0,1,1,1433,0.512266,17.2437,3.4487,37566,31855,43
3,600,digest,1,4,800,2.9267,30.3333,30.3333,2378,403,1571,303,0,6,0,3726,0.203535,10.0150,2.0030,49247,44744,48
15,600,source-routed,4,8,800,3.1933,37.0000,37.1667,2375,795,1244,529,247,1,1,94,0.389515,8.0525,6.4420,44752,40964,44
9,600,digest,1,8,800,3.4267,47.8333,47.8333,2372,1067,1014,990,0,1,1,2390,0.512242,17.2437,3.4487,37542,31855,43
3,600,digest,1,8,800,2.9267,30.3333,30.3333,2378,406,1564,300,0,7,0,7163,0.205362,10.0150,2.0030,49198,44744,48
15,600,digest,1,1,800,3.1933,37.0000,37.1667,2375,603,1396,538,0,1,0,289,0.301500,8.0525,1.6105,46701,40964,48
9,600,digest,4,1,800,3.4267,47.8333,47.8333,2372,1067,1015,990,0,1,0,75,0.512242,17.2437,13.7950,38267,31927,49
3,600,digest,4,1,800,2.9267,30.3333,30.3333,2378,523,1476,430,0,7,0,205,0.260718,10.0150,8.0120,49933,44745,51
15,600,digest,1,2,800,3.1933,37.0000,37.1667,2374,606,1390,536,0,1,1,1350,0.303303,8.0525,1.6105,46161,40964,47
9,600,digest,4,2,800,3.4267,47.8333,47.8333,2372,1133,972,1076,0,1,1,0,0.537731,17.2437,13.7950,37117,31855,42
3,600,digest,4,2,800,2.9267,30.3333,30.3333,2378,695,1352,610,0,4,0,37,0.338859,10.0150,8.0120,48868,44744,45
15,600,digest,1,4,800,3.1933,37.0000,37.1667,2373,606,1387,523,0,1,1,2951,0.303759,8.0525,1.6105,46025,40964,47
9,600,digest,4,4,800,3.4267,47.8333,47.8333,2372,1136,970,1088,0,1,1,2,0.538899,17.2437,13.7950,36831,31855,42
3,600,digest,4,4,800,2.9267,30.3333,30.3333,2378,710,1343,627,0,4,0,20,0.345163,10.0150,8.0120,48484,44744,44
15,600,digest,1,8,800,3.1933,37.0000,37.1667,2373,606,1388,527,0,1,1,5027,0.303607,8.0525,1.6105,46010,40964,47
9,600,digest,4,8,800,3.4267,47.8333,47.8333,2372,1136,970,1090,0,1,1,10,0.538899,17.2437,13.7950,36805,31855,42
3,600,digest,4,8,800,2.9267,30.3333,30.3333,2378,711,1342,629,0,4,0,70,0.345649,10.0150,8.0120,48420,44744,44
15,600,digest,4,1,800,3.1933,37.0000,37.1667,2375,719,1290,605,0,1,0,81,0.357711,8.0525,6.4420,46504,40964,48
15,600,digest,4,2,800,3.1933,37.0000,37.1667,2375,807,1242,764,0,1,1,2,0.393467,8.0525,6.4420,45479,40964,47
15,600,digest,4,4,800,3.1933,37.0000,37.1667,2375,814,1239,767,0,1,1,3,0.396107,8.0525,6.4420,45192,40964,47
15,600,digest,4,8,800,3.1933,37.0000,37.1667,2375,815,1238,767,0,1,1,6,0.396594,8.0525,6.4420,45172,40964,47
9,1200,source-routed,1,1,800,6.4483,98.5000,98.5000,4739,2253,1713,1782,424,156,3,5926,0.546182,25.8675,5.1735,33337,2027,121
3,1200,source-routed,1,1,800,5.9667,97.1667,97.2500,4741,2123,1827,1692,388,153,1,5375,0.517300,25.7063,5.1413,32240,1570,127
15,1200,source-routed,1,1,800,6.2175,97.3333,96.1667,4751,2045,1844,1576,432,181,6,6121,0.501717,21.0538,4.2107,35337,2176,123
9,1200,source-routed,1,2,800,6.4483,98.5000,98.5000,4739,2478,1523,1875,542,122,1,12652,0.600873,25.8675,5.1735,30148,2027,114
3,1200,source-routed,1,2,800,5.9667,97.1667,97.2500,4741,2298,1676,1753,484,134,1,11995,0.559260,25.7063,5.1413,29177,1570,122
15,1200,source-routed,1,2,800,6.2175,97.3333,96.1667,4742,2195,1728,1667,482,148,13,12220,0.537463,21.0538,4.2107,31140,2176,107
9,1200,source-routed,1,4,800,6.4483,98.5000,98.5000,4738,2679,1307,1879,732,122,8,22693,0.650875,25.8675,5.1735,28577,2027,110
3,1200,source-routed,1,4,800,5.9667,97.1667,97.2500,4738,2403,1572,1750,601,121,2,24113,0.586384,25.7063,5.1413,28219,1570,116
15,1200,source-routed,1,4,800,6.2175,97.3333,96.1667,4744,2318,1588,1638,630,135,56,24449,0.565780,21.0538,4.2107,30044,2176,109
9,1200,source-routed,1,8,800,6.4483,98.5000,98.5000,4740,2730,1239,1880,780,135,8,35827,0.663911,25.8675,5.1735,27997,2027,114
3,1200,source-routed,1,8,800,5.9667,97.1667,97.2500,4735,2421,1558,1775,586,123,1,42664,0.590056,25.7063,5.1413,27824,1572,117
15,1200,source-routed,1,8,800,6.2175,97.3333,96.1667,4741,2360,1531,1731,582,133,67,41195,0.576876,21.0538,4.2107,29434,2176,110
3,1200,source-routed,4,1,800,5.9667,97.1667,97.2500,4745,2469,1504,1680,746,156,2,4587,0.597676,25.7063,20.5650,31092,1570,132
9,1200,source-routed,4,1,800,6.4483,98.5000,98.5000,4741,2606,1424,1792,761,152,3,4721,0.622700,25.8675,20.6940,31736,2027,119
15,1200,source-routed,4,1,800,6.2175,97.3333,96.1667,4752,2511,1459,1585,873,176,6,4668,0.604769,21.0538,16.8430,33736,2176,120
3,1200,source-routed,4,2,800,5.9667,97.1667,97.2500,4743,3112,975,1739,1300,131,0,8213,0.737790,25.7063,20.5650,26719,1570,115
9,1200,source-routed,4,2,800,6.4483,98.5000,98.5000,4741,3204,950,1861,1263,121,0,8194,0.749474,25.8675,20.6940,27053,2027,108
15,1200,source-routed,4,2,800,6.2175,97.3333,96.1667,4749,3112,965,1682,1364,147,17,7194,0.733789,21.0538,16.8430,28120,2176,105
3,1200,source-routed,4,4,800,5.9667,97.1667,97.2500,4741,3681,524,1736,1872,100,1,11633,0.854854,25.7063,20.5650,24158,1572,111
9,1200,source-routed,4,4,800,6.4483,98.5000,98.5000,4739,3781,461,1880,1812,93,9,10316,0.870396,25.8675,20.6940,24049,2027,105
15,1200,source-routed,4,4,800,6.2175,97.3333,96.1667,4749,3738,427,1668,1991,124,60,9371,0.859508,21.0538,16.8430,25325,2176,101
3,1200,source-routed,4,8,800,5.9667,97.1667,97.2500,4743,3868,355,1719,2066,104,2,18218,0.893509,25.7063,20.5650,23403,1572,107
9,1200,source-routed,4,8,800,6.4483,98.5000,98.5000,4739,3991,262,1902,1999,97,12,11176,0.914947,25.8675,20.6940,22738,2027,105
15,1200,source-routed,4,8,800,6.2175,97.3333,96.1667,4751,4014,209,1633,2292,112,77,12309,0.909791,21.0538,16.8430,24288,2176,106
3,1200,digest,1,1,800,5.9667,97.1667,97.2500,4743,2359,1635,2112,0,148,1,5494,0.569394,25.7063,5.1413,33375,1572,132
9,1200,digest,1,1,800,6.4483,98.5000,98.5000,4740,2544,1449,2217,0,145,2,5818,0.614493,25.8675,5.1735,34455,2027,120
15,1200,digest,1,1,800,6.2175,97.3333,96.1667,4749,2236,1693,2007,0,181,7,6264,0.543114,21.0538,4.2107,36233,2176,120
3,1200,digest,1,2,800,5.9667,97.1667,97.2500,4740,2509,1493,2217,0,131,0,12811,0.607065,25.7063,5.1413,30604,1572,123
9,1200,digest,1,2,800,6.4483,98.5000,98.5000,4739,2909,1121,2477,0,117,6,12625,0.700458,25.8675,5.1735,31568,2027,113
15,1200,digest,1,2,800,6.2175,97.3333,96.1667,4745,2399,1531,2079,0,147,32,13396,0.583840,21.0538,4.2107,32797,2176,113
3,1200,digest,1,4,800,5.9667,97.1667,97.2500,4738,2577,1440,2257,0,120,2,26506,0.622614,25.7063,5.1413,29843,1572,120
9,1200,digest,1,4,800,6.4483,98.5000,98.5000,4739,3037,988,2597,0,129,9,24348,0.729522,25.8675,5.1735,30174,2027,111
15,1200,digest,1,4,800,6.2175,97.3333,96.1667,4743,2487,1431,2138,0,134,59,27503,0.604962,21.0538,4.2107,31665,2176,109
3,1200,digest,1,8,800,5.9667,97.1667,97.2500,4738,2592,1402,2252,0,134,2,46856,0.627603,25.7063,5.1413,29601,1572,123
9,1200,digest,1,8,800,6.4483,98.5000,98.5000,4740,3053,947,2644,0,143,15,40153,0.734247,25.8675,5.1735,29977,2027,111
15,1200,digest,1,8,800,6.2175,97.3333,96.1667,4743,2506,1406,2137,0,131,75,47409,0.608548,21.0538,4.2107,31452,2176,109
3,1200,digest,4,1,800,5.9667,97.1667,97.2500,4745,2984,1110,2669,0,151,1,3620,0.702779,25.7063,20.5650,31567,1570,128
9,1200,digest,4,1,800,6.4483,98.5000,98.5000,4741,3168,964,2865,0,140,2,3654,0.741226,25.8675,20.6940,32060,2027,119
15,1200,digest,4,1,800,6.2175,97.3333,96.1667,4751,2985,1080,2696,0,180,7,3717,0.702023,21.0538,16.8430,33831,2176,117
3,1200,digest,4,2,800,5.9667,97.1667,97.2500,4745,3767,464,3367,0,111,3,5262,0.866974,25.7063,20.5650,26667,1570,113
9,1200,digest,4,2,800,6.4483,98.5000,98.5000,4743,4063,292,3752,0,86,6,2860,0.913650,25.8675,20.6940,25878,2027,109
15,1200,digest,4,2,800,6.2175,97.3333,96.1667,4752,3894,314,3511,0,135,51,3292,0.886208,21.0538,16.8430,27909,2176,108
3,1200,digest,4,4,800,5.9667,97.1667,97.2500,4745,4178,155,3797,0,91,4,6360,0.943541,25.7063,20.5650,24361,1570,110
9,1200,digest,4,4,800,6.4483,98.5000,98.5000,4744,4431,54,4138,0,76,10,955,0.969372,25.8675,20.6940,23136,2027,101
15,1200,digest,4,4,800,6.2175,97.3333,96.1667,4753,4260,65,3896,0,111,83,2274,0.942686,21.0538,16.8430,25055,2176,105
3,1200,digest,4,8,800,5.9667,97.1667,97.2500,4744,4228,114,3877,0,99,3,9968,0.951395,25.7063,20.5650,23940,1570,109
9,1200,digest,4,8,800,6.4483,98.5000,98.5000,4744,4441,53,4139,0,71,12,849,0.970286,25.8675,20.6940,22726,2027,98
15,1200,digest,4,8,800,6.2175,97.3333,96.1667,4754,4277,59,3927,0,106,90,3636,0.943733,21.0538,16.8430,24520,2176,105
3,2000,source-routed,1,1,800,10.1330,99.8000,99.8000,7902,3196,3232,2433,707,325,0,14151,0.473271,34.5312,6.9062,53276,326,94
9,2000,source-routed,1,1,800,10.4290,99.7500,99.8000,7919,4567,2057,3613,869,289,1,8779,0.660544,45.4800,9.0960,50940,251,52
15,2000,source-routed,1,1,800,10.4750,99.8000,99.8000,7924,3564,2942,2728,763,314,3,12922,0.522351,35.5500,7.1100,53616,328,61
3,2000,source-routed,1,2,800,10.1330,99.8000,99.8000,7898,3451,2992,2507,868,337,1,30014,0.508922,34.5312,6.9062,48405,326,80
9,2000,source-routed,1,2,800,10.4290,99.7500,99.8000,7919,4939,1710,3768,1070,275,2,18036,0.713110,45.4800,9.0960,44483,251,44
15,2000,source-routed,1,2,800,10.4750,99.8000,99.8000,7917,3856,2641,2844,936,316,1,27498,0.565894,35.5500,7.1100,48551,328,53
3,2000,source-routed,1,4,800,10.1330,99.8000,99.8000,7893,3626,2818,2535,1021,329,1,53606,0.535282,34.5312,6.9062,46179,326,77
9,2000,source-routed,1,4,800,10.4290,99.7500,99.8000,7917,5174,1491,3790,1259,280,10,31821,0.743925,45.4800,9.0960,41866,251,43
15,2000,source-routed,1,4,800,10.4750,99.8000,99.8000,7915,3961,2542,2826,1060,309,5,49749,0.581047,35.5500,7.1100,46319,328,54
3,2000,source-routed,1,8,800,10.1330,99.8000,99.8000,7893,3676,2743,2592,1003,362,1,84529,0.542023,34.5312,6.9062,45281,326,75
9,2000,source-routed,1,8,800,10.4290,99.7500,99.8000,7916,5219,1457,3811,1278,271,5,48769,0.750719,45.4800,9.0960,40995,251,38
15,2000,source-routed,1,8,800,10.4750,99.8000,99.8000,7914,4056,2415,2860,1108,329,12,76389,0.595420,35.5500,7.1100,45436,328,49
3,2000,source-routed,4,1,800,10.1330,99.8000,99.8000,7905,4564,2152,2371,2102,293,1,8463,0.651070,34.5312,27.6250,47607,326,79
9,2000,source-routed,4,1,800,10.4290,99.7500,99.8000,7922,5709,1193,3550,2037,259,2,4480,0.797012,45.4800,36.3840,45654,251,46
15,2000,source-routed,4,1,800,10.4750,99.8000,99.8000,7929,4821,1950,2645,2078,284,4,8319,0.682958,35.5500,28.4400,48866,328,59
3,2000,source-routed,4,2,800,10.1330,99.8000,99.8000,7907,5441,1436,2481,2853,247,0,15752,0.763756,34.5312,27.6250,40256,326,75
9,2000,source-routed,4,2,800,10.4290,99.7500,99.8000,7922,6602,483,3633,2810,230,3,6486,0.902159,45.4800,36.3840,36387,251,40
15,2000,source-routed,4,2,800,10.4750,99.8000,99.8000,7927,5842,1089,2653,3064,273,1,13723,0.810826,35.5500,28.4400,40445,328,48
3,2000,source-routed,4,4,800,10.1330,99.8000,99.8000,7906,6116,852,2488,3526,224,0,23795,0.850389,34.5312,27.6250,36415,326,69
9,2000,source-routed,4,4,800,10.4290,99.7500,99.8000,7923,7145,144,3592,3378,205,7,7951,0.952540,45.4800,36.3840,32346,251,35
15,2000,source-routed,4,4,800,10.4750,99.8000,99.8000,7928,6611,449,2645,3839,239,6,18562,0.904997,35.5500,28.4400,36134,328,44
3,2000,source-routed,4,8,800,10.1330,99.8000,99.8000,7906,6499,528,2542,3837,215,1,32840,0.897280,34.5312,27.6250,35141,326,60
9,2000,source-routed,4,8,800,10.4290,99.7500,99.8000,7923,7274,61,3645,3466,172,7,10130,0.968060,45.4800,36.3840,31142,251,30
15,2000,source-routed,4,8,800,10.4750,99.8000,99.8000,7928,6824,298,2730,3961,235,9,24494,0.926419,35.5500,28.4400,34312,328,39
3,2000,digest,1,1,800,10.1330,99.8000,99.8000,7905,3464,3013,3142,0,319,0,14698,0.509712,34.5312,6.9062,54754,326,94
9,2000,digest,1,1,800,10.4290,99.7500,99.8000,7920,4923,1756,4446,0,290,3,9485,0.706110,45.4800,9.0960,53047,251,53
15,2000,digest,1,1,800,10.4750,99.8000,99.8000,7922,3804,2718,3492,0,311,4,13801,0.556384,35.5500,7.1100,55361,328,59
3,2000,digest,1,2,800,10.1330,99.8000,99.8000,7898,3718,2794,3314,0,311,0,31393,0.544922,34.5312,6.9062,50229,326,85
9,2000,digest,1,2,800,10.4290,99.7500,99.8000,7919,5240,1445,4655,0,286,4,21473,0.751254,45.4800,9.0960,47520,251,46
15,2000,digest,1,2,800,10.4750,99.8000,99.8000,7918,4076,2470,3655,0,322,2,29698,0.593304,35.5500,7.1100,50532,328,57
3,2000,digest,1,4,800,10.1330,99.8000,99.8000,7901,3879,2616,3396,0,340,0,57803,0.567520,34.5312,6.9062,48466,326,83
9,2000,digest,1,4,800,10.4290,99.7500,99.8000,7921,5345,1342,4739,0,285,5,39983,0.766089,45.4800,9.0960,45581,251,40
15,2000,digest,1,4,800,10.4750,99.8000,99.8000,7916,4251,2278,3786,0,319,6,53747,0.620222,35.5500,7.1100,48577,328,55
3,2000,digest,1,8,800,10.1330,99.8000,99.8000,7898,3926,2554,3422,0,351,2,92779,0.574565,34.5312,6.9062,47920,326,82
