seed,nBalloons,ackPolicy,towerContact,meshHop,rounds,meanDegree,groundedPct,believedGroundedPct,originated,delivered,satellite,acked,ackLost,droppedLoop,droppedTtl,blocked,completionRate,meanTowerAdjacent,deliveryCeilingPerRound,slotsWithBundle,stallNoBelief,stallStaleNextHop
18,2000,source-routed,1,2,800,9.8640,99.8500,99.8500,7930,3463,2976,2552,828,327,1,29588,0.511748,29.4587,5.8918,49224,294,73
19,2000,source-routed,4,4,800,10.2020,100.0000,100.0000,7931,6981,250,2791,4064,192,2,9131,0.940202,33.9925,27.1940,32849,120,40
21,2000,source-routed,1,2,800,10.1295,99.7500,99.8000,7928,4452,2164,3338,1011,306,1,23296,0.643074,35.0800,7.0160,46505,283,51
18,2000,source-routed,1,4,800,9.8640,99.8500,99.8500,7926,3548,2865,2514,954,355,2,55876,0.524077,29.4587,5.8918,47420,290,58
19,2000,source-routed,4,8,800,10.2020,100.0000,100.0000,7933,7086,183,2825,4141,196,2,13154,0.948975,33.9925,27.1940,31922,120,37
21,2000,source-routed,1,4,800,10.1295,99.7500,99.8000,7926,4607,2016,3378,1109,313,4,42275,0.663833,35.0800,7.0160,44339,283,49
18,2000,source-routed,1,8,800,9.8640,99.8500,99.8500,7924,3580,2826,2490,994,370,4,87921,0.528024,29.4587,5.8918,46260,290,58
19,2000,digest,1,1,800,10.2020,100.0000,100.0000,7924,3878,2618,3483,0,331,1,14368,0.567955,33.9925,6.7985,55656,120,57
21,2000,source-routed,1,8,800,10.1295,99.7500,99.8000,7925,4656,1954,3343,1185,331,7,65252,0.670121,35.0800,7.0160,43478,283,41
18,2000,source-routed,4,1,800,9.8640,99.8500,99.8500,7940,5303,1535,2453,2729,275,0,6593,0.745536,29.4587,23.5670,47218,290,60
19,2000,digest,1,2,800,10.2020,100.0000,100.0000,7925,4138,2381,3658,0,313,2,30085,0.605502,33.9925,6.7985,50582,120,49
21,2000,source-routed,4,1,800,10.1295,99.7500,99.8000,7934,5577,1322,3103,2334,281,3,6339,0.776417,35.0800,28.0640,46320,283,45
18,2000,source-routed,4,2,800,9.8640,99.8500,99.8500,7941,6171,861,2537,3506,227,1,10600,0.850000,29.4587,23.5670,38659,290,47
19,2000,digest,1,4,800,10.2020,100.0000,100.0000,7923,4313,2211,3752,0,320,4,54550,0.629819,33.9925,6.7985,48376,120,52
21,2000,source-routed,4,2,800,10.1295,99.7500,99.8000,7934,6652,497,3154,3336,224,1,7456,0.902088,35.0800,28.0640,36413,283,42
18,2000,source-routed,4,4,800,9.8640,99.8500,99.8500,7939,6549,590,2487,3925,221,0,17625,0.889810,29.4587,23.5670,35605,290,47
19,2000,digest,1,8,800,10.2020,100.0000,100.0000,7919,4369,2157,3795,0,314,2,86451,0.638556,33.9925,6.7985,47515,120,49
21,2000,source-routed,4,4,800,10.1295,99.7500,99.8000,7936,7189,128,3257,3783,207,4,7976,0.954968,35.0800,28.0640,32269,283,34
18,2000,source-routed,4,8,800,9.8640,99.8500,99.8500,7940,6709,487,2542,4027,207,0,26881,0.906254,29.4587,23.5670,34554,290,45
19,2000,digest,4,1,800,10.2020,100.0000,100.0000,7931,5934,1049,5517,0,278,2,5333,0.817018,33.9925,27.1940,46908,120,53
21,2000,source-routed,4,8,800,10.1295,99.7500,99.8000,7933,7250,73,3262,3852,206,3,12043,0.962560,35.0800,28.0640,31399,283,32
18,2000,digest,1,1,800,9.8640,99.8500,99.8500,7930,3446,3017,3078,0,329,0,15319,0.507362,29.4587,5.8918,56135,290,70
19,2000,digest,4,2,800,10.2020,100.0000,100.0000,7934,7039,239,6524,0,206,3,4673,0.940163,33.9925,27.1940,36784,120,39
21,2000,digest,1,1,800,10.1295,99.7500,99.8000,7928,4437,2215,3992,0,299,2,12716,0.638142,35.0800,7.0160,54361,283,50
18,2000,digest,1,2,800,9.8640,99.8500,99.8500,7929,3579,2848,3140,0,367,2,33211,0.526633,29.4587,5.8918,51812,294,76
19,2000,digest,4,4,800,10.2020,100.0000,100.0000,7935,7365,26,6873,0,180,3,4566,0.972406,33.9925,27.1940,33011,120,36
21,2000,digest,1,2,800,10.1295,99.7500,99.8000,7925,4633,2013,4132,0,327,6,26697,0.663849,35.0800,7.0160,49188,283,53
18,2000,digest,1,4,800,9.8640,99.8500,99.8500,7926,3673,2743,3207,0,377,0,61217,0.540704,29.4587,5.8918,49839,290,59
19,2000,digest,4,8,800,10.2020,100.0000,100.0000,7934,7396,29,6901,0,178,4,7263,0.972262,33.9925,27.1940,32525,120,36
21,2000,digest,1,4,800,10.1295,99.7500,99.8000,7926,4741,1885,4201,0,361,5,47849,0.678061,35.0800,7.0160,47094,283,49
20,600,source-routed,1,1,800,3.0933,18.1667,18.8333,2381,439,1565,409,23,0,0,20,0.219062,12.0000,2.4000,53198,51399,61
20,600,source-routed,1,2,800,3.0933,18.1667,18.8333,2381,449,1561,418,24,1,0,0,0.223272,12.0000,2.4000,53011,51380,52
20,600,source-routed,1,4,800,3.0933,18.1667,18.8333,2381,452,1558,419,28,0,0,0,0.224876,12.0000,2.4000,52968,51380,52
20,600,source-routed,1,8,800,3.0933,18.1667,18.8333,2381,452,1558,419,28,0,0,0,0.224876,12.0000,2.4000,52965,51380,52
18,2000,digest,1,8,800,9.8640,99.8500,99.8500,7928,3722,2691,3236,0,391,3,97586,0.546790,29.4587,5.8918,48950,290,60
20,600,source-routed,4,1,800,3.0933,18.1667,18.8333,2381,440,1565,411,21,0,0,19,0.219451,12.0000,9.6000,53143,51399,61
20,600,source-routed,4,2,800,3.0933,18.1667,18.8333,2381,452,1559,414,30,1,0,0,0.224652,12.0000,9.6000,52932,51399,61
20,600,source-routed,4,4,800,3.0933,18.1667,18.8333,2381,454,1557,415,33,0,0,0,0.225758,12.0000,9.6000,52873,51399,61
20,600,source-routed,4,8,800,3.0933,18.1667,18.8333,2381,454,1557,414,35,0,0,1,0.225758,12.0000,9.6000,52871,51399,61
21,2000,digest,1,8,800,10.1295,99.7500,99.8000,7923,4767,1843,4232,0,374,8,74303,0.681779,35.0800,7.0160,46159,283,49
20,600,digest,1,1,800,3.0933,18.1667,18.8333,2381,454,1558,429,0,1,0,0,0.225534,12.0000,2.4000,53196,51380,52
20,600,digest,1,2,800,3.0933,18.1667,18.8333,2381,457,1555,430,0,1,0,0,0.227024,12.0000,2.4000,53059,51380,52
20,600,digest,1,4,800,3.0933,18.1667,18.8333,2381,457,1555,430,0,1,0,0,0.227024,12.0000,2.4000,53026,51380,52
20,600,digest,1,8,800,3.0933,18.1667,18.8333,2381,457,1555,430,0,1,0,1,0.227024,12.0000,2.4000,53021,51380,52
20,600,digest,4,1,800,3.0933,18.1667,18.8333,2381,455,1557,433,0,1,0,0,0.226031,12.0000,9.6000,53145,51380,52
18,2000,digest,4,1,800,9.8640,99.8500,99.8500,7942,5848,1146,5346,0,263,1,5500,0.805732,29.4587,23.5670,47234,290,57
20,600,digest,4,2,800,3.0933,18.1667,18.8333,2381,459,1553,440,0,1,0,0,0.228018,12.0000,9.6000,52964,51380,52
20,600,digest,4,4,800,3.0933,18.1667,18.8333,2381,460,1552,440,0,1,0,0,0.228515,12.0000,9.6000,52924,51380,52
20,600,digest,4,8,800,3.0933,18.1667,18.8333,2381,460,1552,440,0,1,0,0,0.228515,12.0000,9.6000,52919,51380,52
21,2000,digest,4,1,800,10.1295,99.7500,99.8000,7937,6308,808,5802,0,257,4,4489,0.855090,35.0800,28.0640,45848,283,46
20,1200,source-routed,1,1,800,5.9567,98.5833,98.6667,4754,1811,2097,1465,314,167,0,7120,0.444417,20.7775,4.1555,34141,1882,119
18,2000,digest,4,2,800,9.8640,99.8500,99.8500,7943,6615,590,6138,0,224,0,8608,0.890429,29.4587,23.5670,38723,290,46
20,1200,source-routed,1,2,800,5.9567,98.5833,98.6667,4745,1927,1995,1488,398,158,3,15602,0.471957,20.7775,4.1555,31309,1882,101
21,2000,digest,4,2,800,10.1295,99.7500,99.8000,7937,7237,113,6764,0,215,3,4130,0.956263,35.0800,28.0640,35927,283,41
20,1200,source-routed,1,4,800,5.9567,98.5833,98.6667,4745,2010,1882,1463,499,176,6,30467,0.493373,20.7775,4.1555,30257,1882,100
18,2000,digest,4,4,800,9.8640,99.8500,99.8500,7939,6809,486,6332,0,195,0,15214,0.909079,29.4587,23.5670,36020,290,41
20,1200,source-routed,1,8,800,5.9567,98.5833,98.6667,4743,2012,1852,1462,503,190,12,51882,0.494835,20.7775,4.1555,29862,1882,107
21,2000,digest,4,4,800,10.1295,99.7500,99.8000,7937,7438,7,7003,0,205,3,4757,0.971906,35.0800,28.0640,32641,283,34
20,1200,source-routed,4,1,800,5.9567,98.5833,98.6667,4753,2192,1776,1484,661,179,0,5572,0.528575,20.7775,16.6220,32503,1882,115
20,1200,source-routed,4,2,800,5.9567,98.5833,98.6667,4752,2667,1385,1516,1091,159,4,10515,0.632740,20.7775,16.6220,28383,1882,103
18,2000,digest,4,8,800,9.8640,99.8500,99.8500,7939,6821,472,6301,0,196,0,26190,0.910803,29.4587,23.5670,35669,290,41
19,600,source-routed,1,1,800,2.9233,16.0000,16.0000,2374,328,1630,265,59,2,0,102,0.167347,7.8137,1.5627,54000,51888,22
19,600,source-routed,1,2,800,2.9233,16.0000,16.0000,2373,328,1623,255,70,2,0,560,0.167947,7.8137,1.5627,53911,51888,20
20,1200,source-routed,4,4,800,5.9567,98.5833,98.6667,4751,3290,810,1453,1766,158,8,16085,0.771214,20.7775,16.6220,25880,1882,93
19,600,source-routed,1,4,800,2.9233,16.0000,16.0000,2373,328,1624,253,70,3,0,1243,0.167775,7.8137,1.5627,53910,51888,21
21,2000,digest,4,8,800,10.1295,99.7500,99.8000,7937,7464,8,7020,0,197,5,6471,0.972635,35.0800,28.0640,32058,283,33
19,600,source-routed,1,8,800,2.9233,16.0000,16.0000,2373,328,1624,253,70,3,0,2247,0.167775,7.8137,1.5627,53910,51888,21
22,600,source-routed,1,1,800,3.2750,19.8333,21.3333,2375,227,1715,180,41,12,0,221,0.116172,4.5325,0.9065,53828,50535,76
19,600,source-routed,4,1,800,2.9233,16.0000,16.0000,2374,375,1590,265,102,2,0,39,0.190646,7.8137,6.2510,53904,51888,22
22,600,source-routed,1,2,800,3.2750,19.8333,21.3333,2375,256,1687,192,58,14,0,583,0.130812,4.5325,0.9065,53293,50407,72
19,600,source-routed,4,2,800,2.9233,16.0000,16.0000,2374,415,1564,275,133,0,0,6,0.209702,7.8137,6.2510,53572,51888,20
20,1200,source-routed,4,8,800,5.9567,98.5833,98.6667,4752,3462,710,1497,1882,150,14,23655,0.798432,20.7775,16.6220,24637,1882,89
19,600,source-routed,4,4,800,2.9233,16.0000,16.0000,2374,413,1563,271,133,1,0,1,0.208902,7.8137,6.2510,53478,51888,20
22,600,source-routed,1,4,800,3.2750,19.8333,21.3333,2375,267,1677,193,66,14,0,1282,0.136364,4.5325,0.9065,53211,50425,71
19,600,source-routed,4,8,800,2.9233,16.0000,16.0000,2374,415,1563,269,137,2,0,0,0.209596,7.8137,6.2510,53477,51888,20
22,600,source-routed,1,8,800,3.2750,19.8333,21.3333,2375,267,1677,197,65,16,0,2372,0.136224,4.5325,0.9065,53165,50426,71
19,600,digest,1,1,800,2.9233,16.0000,16.0000,2374,328,1628,300,0,2,0,225,0.167518,7.8137,1.5627,54133,51888,22
22,600,source-routed,4,1,800,3.2750,19.8333,21.3333,2375,251,1702,185,58,12,0,184,0.127735,4.5325,3.6260,53758,50531,76
20,1200,digest,1,1,800,5.9567,98.5833,98.6667,4752,1993,1933,1793,0,170,0,7233,0.486572,20.7775,4.1555,35268,1882,117
19,600,digest,1,2,800,2.9233,16.0000,16.0000,2374,328,1625,290,0,3,0,809,0.167689,7.8137,1.5627,54091,51888,20
22,600,source-routed,4,2,800,3.2750,19.8333,21.3333,2374,330,1640,193,124,14,0,343,0.166331,4.5325,3.6260,53124,50402,69
19,600,digest,1,4,800,2.9233,16.0000,16.0000,2374,328,1625,289,0,4,0,1623,0.167603,7.8137,1.5627,54101,51888,20
22,600,source-routed,4,4,800,3.2750,19.8333,21.3333,2375,371,1608,205,153,15,0,646,0.186058,4.5325,3.6260,52995,50444,71
19,600,digest,1,8,800,2.9233,16.0000,16.0000,2374,328,1625,287,0,4,0,2915,0.167603,7.8137,1.5627,54088,51888,20
22,600,source-routed,4,8,800,3.2750,19.8333,21.3333,2375,384,1600,208,164,15,0,928,0.192096,4.5325,3.6260,52868,50415,70
19,600,digest,4,1,800,2.9233,16.0000,16.0000,2374,416,1563,393,0,2,0,0,0.209995,7.8137,6.2510,53927,51888,22
20,1200,digest,1,2,800,5.9567,98.5833,98.6667,4748,2067,1864,1747,0,161,5,16412,0.504515,20.7775,4.1555,32598,1882,104
22,600,digest,1,1,800,3.2750,19.8333,21.3333,2376,276,1677,231,0,11,0,185,0.140530,4.5325,0.9065,53978,50524,72
19,600,digest,4,2,800,2.9233,16.0000,16.0000,2374,417,1563,397,0,2,0,0,0.210394,7.8137,6.2510,53649,51888,20
22,600,digest,1,2,800,3.2750,19.8333,21.3333,2375,282,1670,231,0,12,0,605,0.143585,4.5325,0.9065,53521,50448,72
19,600,digest,4,4,800,2.9233,16.0000,16.0000,2374,419,1563,397,0,2,0,0,0.211190,7.8137,6.2510,53605,51888,20
22,600,digest,1,4,800,3.2750,19.8333,21.3333,2375,282,1665,225,0,16,0,1502,0.143658,4.5325,0.9065,53410,50423,72
19,600,digest,4,8,800,2.9233,16.0000,16.0000,2374,419,1563,397,0,2,0,0,0.211190,7.8137,6.2510,53602,51888,20
22,600,digest,1,8,800,3.2750,19.8333,21.3333,2375,283,1664,225,0,16,0,2816,0.144167,4.5325,0.9065,53378,50423,72
20,1200,digest,1,4,800,5.9567,98.5833,98.6667,4744,2109,1804,1760,0,178,7,33583,0.514641,20.7775,4.1555,31692,1882,105
22,600,digest,4,1,800,3.2750,19.8333,21.3333,2376,328,1650,269,0,11,0,139,0.164907,4.5325,3.6260,53930,50516,72
22,600,digest,4,2,800,3.2750,19.8333,21.3333,2376,419,1577,345,0,12,0,135,0.208665,4.5325,3.6260,53258,50389,72
19,1200,source-routed,1,1,800,6.2017,98.2500,98.5000,4744,1650,2199,1284,335,193,1,7500,0.408113,17.7037,3.5408,35248,1476,85
22,600,digest,4,4,800,3.2750,19.8333,21.3333,2375,435,1564,355,0,14,0,259,0.216095,4.5325,3.6260,53131,50420,71
20,1200,digest,1,8,800,5.9567,98.5833,98.6667,4746,2123,1795,1756,0,156,17,59148,0.518944,20.7775,4.1555,31587,1882,102
22,600,digest,4,8,800,3.2750,19.8333,21.3333,2375,436,1563,359,0,14,0,418,0.216592,4.5325,3.6260,53089,50420,71
19,1200,source-routed,1,2,800,6.2017,98.2500,98.5000,4743,1839,2011,1345,457,190,8,16225,0.454298,17.7037,3.5408,31385,1476,81
20,1200,digest,4,1,800,5.9567,98.5833,98.6667,4753,2619,1443,2372,0,167,0,4754,0.619295,20.7775,16.6220,33001,1882,114
22,1200,source-routed,1,1,800,6.3325,99.4167,99.4167,4746,2374,1560,1784,541,196,2,5316,0.574540,22.0162,4.4032,33113,920,58
19,1200,source-routed,1,4,800,6.2017,98.2500,98.5000,4737,1929,1924,1384,508,191,7,31332,0.476179,17.7037,3.5408,30029,1476,79
20,1200,digest,4,2,800,5.9567,98.5833,98.6667,4752,3464,723,3108,0,140,8,7081,0.799077,20.7775,16.6220,28264,1882,98
22,1200,source-routed,1,2,800,6.3325,99.4167,99.4167,4745,2523,1416,1778,688,181,8,11984,0.611192,22.0162,4.4032,29591,920,55
19,1200,source-routed,1,8,800,6.2017,98.2500,98.5000,4738,1975,1873,1338,596,181,12,53426,0.488740,17.7037,3.5408,29683,1476,77
20,1200,digest,4,4,800,5.9567,98.5833,98.6667,4755,3940,401,3636,0,121,7,8629,0.881629,20.7775,16.6220,25424,1882,91
22,1200,source-routed,1,4,800,6.3325,99.4167,99.4167,4743,2647,1274,1803,784,205,7,22618,0.640455,22.0162,4.4032,27901,920,48
19,1200,source-routed,4,1,800,6.2017,98.2500,98.5000,4743,2093,1841,1303,739,192,0,6215,0.507271,17.7037,14.1630,33843,1476,84
20,1200,digest,4,8,800,5.9567,98.5833,98.6667,4755,3983,365,3700,0,122,14,13965,0.888269,20.7775,16.6220,24864,1882,90
22,1200,source-routed,1,8,800,6.3325,99.4167,99.4167,4745,2654,1233,1814,774,226,11,37116,0.643550,22.0162,4.4032,27557,920,48
19,1200,source-routed,4,2,800,6.2017,98.2500,98.5000,4744,2739,1255,1338,1327,197,7,11038,0.652454,17.7037,14.1630,28401,1476,77
22,1200,source-routed,4,1,800,6.3325,99.4167,99.4167,4749,2898,1190,1834,982,166,1,3502,0.681081,22.0162,17.6130,30941,920,57
19,1200,source-routed,4,4,800,6.2017,98.2500,98.5000,4744,3297,809,1409,1821,164,8,16316,0.770687,17.7037,14.1630,25440,1476,80
22,1200,source-routed,4,2,800,6.3325,99.4167,99.4167,4749,3545,657,1823,1635,135,7,5394,0.816068,22.0162,17.6130,25374,920,47
20,2000,source-routed,1,1,800,10.1240,99.8500,99.9000,7934,3608,2886,2706,836,336,1,13560,0.528180,29.1250,5.8250,53639,208,54
19,1200,source-routed,4,8,800,6.2017,98.2500,98.5000,4745,3515,600,1395,2047,165,15,23412,0.818393,17.7037,14.1630,24437,1476,78
22,1200,source-routed,4,4,800,6.3325,99.4167,99.4167,4748,4060,226,1854,2111,123,11,6612,0.918552,22.0162,17.6130,22564,920,48
22,1200,digest,1,1,800,6.3325,99.4167,99.4167,4747,2558,1398,2252,0,199,2,5825,0.615348,22.0162,4.4032,34594,920,61
22,1200,source-routed,4,8,800,6.3325,99.4167,99.4167,4746,4195,118,1827,2270,110,16,8628,0.945033,22.0162,17.6130,21852,920,46
23,600,digest,4,1,800,3.3717,35.3333,40.1667,2371,745,1262,657,0,4,0,500,0.370462,9.3475,7.4780,41879,34680,41
20,2000,source-routed,1,2,800,10.1240,99.8500,99.9000,7926,3835,2663,2781,975,343,3,28004,0.560345,29.1250,5.8250,48371,208,56
22,1200,digest,1,2,800,6.3325,99.4167,99.4167,4745,2799,1170,2427,0,191,10,13008,0.671223,22.0162,4.4032,31172,920,57
23,600,digest,4,2,800,3.3717,35.3333,40.1667,2371,907,1123,787,0,3,0,661,0.446139,9.3475,7.4780,40642,34651,26
23,600,digest,4,4,800,3.3717,35.3333,40.1667,2372,1026,1028,946,0,3,7,62,0.497093,9.3475,7.4780,40074,34651,26
23,600,digest,4,8,800,3.3717,35.3333,40.1667,2372,1030,1028,948,0,2,7,112,0.498307,9.3475,7.4780,40014,34651,26
22,1200,digest,1,4,800,6.3325,99.4167,99.4167,4743,2833,1119,2502,0,224,10,25084,0.676780,22.0162,4.4032,29820,920,54
23,1200,source-routed,1,1,800,6.3517,98.9167,98.9167,4742,2659,1311,2103,498,195,1,3891,0.638262,27.1737,5.4347,30561,1164,71
22,1200,digest,1,8,800,6.3325,99.4167,99.4167,4741,2837,1124,2482,0,212,10,41985,0.678221,22.0162,4.4032,29701,920,51
20,2000,source-routed,1,4,800,10.1240,99.8500,99.9000,7927,3892,2597,2768,1039,340,3,51426,0.569672,29.1250,5.8250,46496,208,48
23,1200,source-routed,1,2,800,6.3517,98.9167,98.9167,4744,2909,1130,2241,592,164,0,8437,0.692125,27.1737,5.4347,26864,1164,62
22,1200,digest,4,1,800,6.3325,99.4167,99.4167,4749,3408,790,3007,0,163,2,2784,0.781114,22.0162,17.6130,31626,920,58
23,1200,source-routed,1,4,800,6.3517,98.9167,98.9167,4738,2998,1035,2257,656,161,0,16747,0.714831,27.1737,5.4347,25578,1164,59
22,1200,digest,4,2,800,6.3325,99.4167,99.4167,4749,4199,142,3777,0,121,15,2616,0.937905,22.0162,17.6130,25448,920,48
20,2000,source-routed,1,8,800,10.1240,99.8500,99.9000,7932,3929,2545,2803,1051,369,3,79808,0.573912,29.1250,5.8250,45695,208,51
23,1200,source-routed,1,8,800,6.3517,98.9167,98.9167,4740,3024,996,2270,671,167,1,30128,0.722063,27.1737,5.4347,25550,1164,57
22,1200,digest,4,4,800,6.3325,99.4167,99.4167,4750,4447,23,4102,0,106,13,959,0.969056,22.0162,17.6130,22554,920,46
23,1200,source-routed,4,1,800,6.3517,98.9167,98.9167,4743,2866,1171,2121,674,198,0,3585,0.676741,27.1737,21.7390,29583,1164,70
22,1200,digest,4,8,800,6.3325,99.4167,99.4167,4749,4454,24,4126,0,100,13,1912,0.970159,22.0162,17.6130,22299,920,45
23,1200,source-routed,4,2,800,6.3517,98.9167,98.9167,4742,3475,690,2201,1177,167,0,5898,0.802170,27.1737,21.7390,24565,1164,60
20,2000,source-routed,4,1,800,10.1240,99.8500,99.9000,7940,5166,1623,2697,2374,314,2,7331,0.727094,29.1250,23.3000,47398,208,57
23,1200,source-routed,4,4,800,6.3517,98.9167,98.9167,4743,4022,285,2235,1669,137,0,6412,0.905041,27.1737,21.7390,21772,1164,60
22,2000,source-routed,1,1,800,10.1365,99.8500,99.9000,7921,4299,2339,3290,906,283,1,9589,0.621063,42.8438,8.5687,51917,288,60
23,1200,source-routed,4,8,800,6.3517,98.9167,98.9167,4745,4200,134,2254,1838,121,2,8246,0.942338,27.1737,21.7390,21093,1164,54
20,2000,source-routed,4,2,800,10.1240,99.8500,99.9000,7938,6184,853,2772,3292,264,2,10870,0.846775,29.1250,23.3000,38641,208,42
23,1200,digest,1,1,800,6.3517,98.9167,98.9167,4748,2978,1070,2678,0,179,0,3879,0.704519,27.1737,5.4347,31666,1164,70
22,2000,source-routed,1,2,800,10.1365,99.8500,99.9000,7917,4624,2029,3351,1152,269,1,21570,0.667919,42.8438,8.5687,46309,288,53
23,1200,digest,1,2,800,6.3517,98.9167,98.9167,4742,3094,971,2734,0,154,1,10038,0.733175,27.1737,5.4347,28681,1164,65
20,2000,source-routed,4,4,800,10.1240,99.8500,99.9000,7939,6739,432,2846,3771,242,8,15589,0.908099,29.1250,23.3000,34938,208,43
23,1200,digest,1,4,800,6.3517,98.9167,98.9167,4743,3150,922,2805,0,153,1,21023,0.745386,27.1737,5.4347,27934,1164,61
23,1200,digest,1,8,800,6.3517,98.9167,98.9167,4743,3169,903,2820,0,160,2,35947,0.748465,27.1737,5.4347,27741,1164,60
22,2000,source-routed,1,4,800,10.1365,99.8500,99.9000,7920,4803,1828,3389,1291,278,7,38969,0.694477,42.8438,8.5687,43668,288,56
20,2000,source-routed,4,8,800,10.1240,99.8500,99.9000,7938,6880,333,2812,3949,230,6,21313,0.923614,29.1250,23.3000,33585,208,41
23,1200,digest,4,1,800,6.3517,98.9167,98.9167,4746,3475,709,3200,0,172,0,2403,0.797750,27.1737,21.7390,29829,1164,70
23,1200,digest,4,2,800,6.3517,98.9167,98.9167,4748,4204,184,3926,0,119,2,2139,0.932358,27.1737,21.7390,24206,1164,60
22,2000,source-routed,1,8,800,10.1365,99.8500,99.9000,7918,4852,1800,3405,1308,291,9,60745,0.697929,42.8438,8.5687,42946,288,47
23,1200,digest,4,4,800,6.3517,98.9167,98.9167,4748,4456,30,4180,0,106,1,814,0.970172,27.1737,21.7390,21892,1164,56
20,2000,digest,1,1,800,10.1240,99.8500,99.9000,7936,3797,2717,3457,0,356,2,14632,0.552532,29.1250,5.8250,55537,208,60
23,1200,digest,4,8,800,6.3517,98.9167,98.9167,4748,4458,30,4187,0,104,1,1492,0.970607,27.1737,21.7390,21670,1164,56
22,2000,source-routed,4,1,800,10.1365,99.8500,99.9000,7926,5682,1226,3147,2406,259,2,4545,0.792579,42.8438,34.2750,46379,288,55
20,2000,digest,1,2,800,10.1240,99.8500,99.9000,7924,3933,2536,3526,0,384,3,31122,0.573658,29.1250,5.8250,50748,208,55
23,2000,source-routed,1,1,800,10.4950,99.8000,99.8000,7908,4305,2296,3244,960,275,1,9098,0.626000,37.7000,7.5400,51236,428,66
22,2000,source-routed,4,2,800,10.1365,99.8500,99.9000,7924,6670,477,3213,3304,206,5,6440,0.906496,42.8438,34.2750,36825,288,40
20,2000,digest,1,4,800,10.1240,99.8500,99.9000,7934,3982,2498,3580,0,381,3,57414,0.580128,29.1250,5.8250,49114,208,55
23,2000,source-routed,1,2,800,10.4950,99.8000,99.8000,7906,4618,1989,3325,1186,283,3,20393,0.669955,37.7000,7.5400,45619,431,68
22,2000,source-routed,4,4,800,10.1365,99.8500,99.9000,7922,7036,227,3264,3613,189,6,8908,0.943416,42.8438,34.2750,32927,288,38
20,2000,digest,1,8,800,10.1240,99.8500,99.9000,7929,4000,2471,3559,0,394,5,90368,0.582242,29.1250,5.8250,48293,208,54
23,2000,source-routed,1,4,800,10.4950,99.8000,99.8000,7900,4765,1882,3302,1341,270,4,38221,0.688484,37.7000,7.5400,43542,428,52
22,2000,source-routed,4,8,800,10.1365,99.8500,99.9000,7924,7069,241,3259,3646,176,3,14444,0.943918,42.8438,34.2750,32157,288,36
20,2000,digest,4,1,800,10.1240,99.8500,99.9000,7941,5779,1174,5326,0,304,1,5571,0.796225,29.1250,23.3000,46921,208,52
23,2000,source-routed,1,8,800,10.4950,99.8000,99.8000,7896,4767,1834,3279,1368,277,7,60754,0.692375,37.7000,7.5400,42672,431,67
22,2000,digest,1,1,800,10.1365,99.8500,99.9000,7919,4623,2006,4132,0,308,3,11157,0.666138,42.8438,8.5687,54819,288,63
20,2000,digest,4,2,800,10.1240,99.8500,99.9000,7940,6748,444,6291,0,244,6,7947,0.906745,29.1250,23.3000,38184,208,42
23,2000,source-routed,4,1,800,10.4950,99.8000,99.8000,7911,5516,1338,3088,2304,262,1,5181,0.775046,37.7000,30.1600,46745,428,68
22,2000,digest,1,2,800,10.1365,99.8500,99.9000,7919,4960,1733,4436,0,281,6,25178,0.710602,42.8438,8.5687,49421,288,57
20,2000,digest,4,4,800,10.1240,99.8500,99.9000,7938,7000,306,6549,0,222,4,11692,0.929368,29.1250,23.3000,34788,208,41
23,2000,source-routed,4,2,800,10.4950,99.8000,99.8000,7905,6578,473,3105,3328,224,2,7202,0.903944,37.7000,30.1600,37284,428,56
22,2000,digest,1,4,800,10.1365,99.8500,99.9000,7918,5069,1631,4530,0,302,3,44926,0.723626,42.8438,8.5687,46851,288,54
20,2000,digest,4,8,800,10.1240,99.8500,99.9000,7939,7035,280,6575,0,222,5,18388,0.932776,29.1250,23.3000,34218,208,40
23,600,source-routed,1,8,800,3.3717,35.3333,40.1667,2369,666,1305,505,148,4,0,6938,0.337215,9.3475,1.8695,40547,34651,28
23,600,source-routed,4,1,800,3.3717,35.3333,40.1667,2372,628,1348,501,114,4,0,615,0.317172,9.3475,7.4780,41697,34680,44
23,2000,source-routed,4,4,800,10.4950,99.8000,99.8000,7909,7078,153,3136,3784,190,7,9003,0.952881,37.7000,30.1600,33117,428,48
23,600,source-routed,4,2,800,3.3717,35.3333,40.1667,2371,761,1249,513,234,2,0,1304,0.378231,9.3475,7.4780,40490,34651,34
23,600,source-routed,4,4,800,3.3717,35.3333,40.1667,2371,831,1197,519,290,4,0,2375,0.408957,9.3475,7.4780,40009,34677,29
22,2000,digest,1,8,800,10.1365,99.8500,99.9000,7920,5085,1579,4562,0,328,9,68919,0.726325,42.8438,8.5687,45854,288,53
23,600,source-routed,4,8,800,3.3717,35.3333,40.1667,2371,915,1119,516,380,3,1,3435,0.448970,9.3475,7.4780,39846,34651,28
23,600,digest,1,1,800,3.3717,35.3333,40.1667,2371,643,1333,563,0,4,0,724,0.324747,9.3475,1.8695,42102,34680,41
23,600,digest,1,2,800,3.3717,35.3333,40.1667,2370,674,1306,574,0,3,0,1929,0.339889,9.3475,1.8695,41289,34651,29
23,600,digest,1,4,800,3.3717,35.3333,40.1667,2370,695,1279,555,0,5,0,4558,0.351187,9.3475,1.8695,41122,34651,27
